user_id,month,risk_probability,risk_level,financial_pressure,intervention,intervention_priority,cate,recommendation_status,explanation,model_drivers
17,2026-10-01,0.002317699666129362,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Recurring financial obligations contribute to monthly pressure.,
18,2026-10-01,0.0015480751089422399,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Recurring financial obligations contribute to monthly pressure.,
19,2026-10-01,0.0021291989453555886,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
20,2026-10-01,0.0034265453227879396,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Recurring financial obligations contribute to monthly pressure.,
21,2026-10-01,0.0017639022898199846,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
22,2026-10-01,0.0017863184085263005,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Recurring financial obligations contribute to monthly pressure.,
23,2026-10-01,0.0019896494566531246,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
24,2026-10-01,0.0017875745838793664,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
25,2026-10-01,0.0021197612412609005,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
26,2026-10-01,0.0014632204949086374,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
27,2026-10-01,0.0027086052587794087,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure.,
28,2026-10-01,0.032549475381809516,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure.,
29,2026-10-01,0.0019274445550132436,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
30,2026-10-01,0.0032823958204924774,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
31,2026-10-01,0.0028278922174496627,LOW,SPENDING_PRESSURE,SAVINGS_REINFORCEMENT,4,,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The recent balance trajectory is declining.,
32,2026-10-01,0.0023994219070598128,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure.,
33,2026-10-01,0.0014865178857672498,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Recurring financial obligations contribute to monthly pressure.,
34,2026-10-01,0.0016763952842590638,LOW,OBLIGATION_PRESSURE,SAVINGS_REINFORCEMENT,4,,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The recent balance trajectory is declining.,
35,2026-10-01,0.0017531510312856018,LOW,OBLIGATION_PRESSURE,SAVINGS_REINFORCEMENT,4,,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The recent balance trajectory is declining.,
36,2026-10-01,0.0018439428279833122,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Recurring financial obligations contribute to monthly pressure.,
37,2026-10-01,0.0015535965708050128,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
38,2026-10-01,0.0016905115672308387,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Recurring financial obligations contribute to monthly pressure.,
39,2026-10-01,0.0018941020525630099,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
40,2026-10-01,0.0018833598692785242,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Recurring financial obligations contribute to monthly pressure.,
41,2026-10-01,0.001547171067283897,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Recurring financial obligations contribute to monthly pressure.,
42,2026-10-01,0.05197136690492793,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Cash buffer is below 50% of the reference level. | Recurring financial obligations contribute to monthly pressure.,
43,2026-10-01,0.0034424700486389015,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure.,
44,2026-10-01,0.001869117801349671,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Recurring financial obligations contribute to monthly pressure.,
45,2026-10-01,0.0019745245048144173,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
46,2026-10-01,0.002109167578787886,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Recurring financial obligations contribute to monthly pressure.,
47,2026-10-01,0.0026755100370748136,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
48,2026-10-01,0.0015430807405177071,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
49,2026-10-01,0.0020506060182050225,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Recurring financial obligations contribute to monthly pressure.,
50,2026-10-01,0.0028428531272630146,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure.,
51,2026-10-01,0.0021079643405431192,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
52,2026-10-01,0.001724708196991908,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Recurring financial obligations contribute to monthly pressure.,
53,2026-10-01,0.00714295392486901,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
54,2026-10-01,0.0021068135762093024,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
55,2026-10-01,0.001887518037571387,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Spending is growing faster than the configured threshold. | Recurring financial obligations contribute to monthly pressure.,
56,2026-10-01,0.001500829118908383,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Recurring financial obligations contribute to monthly pressure.,
57,2026-10-01,0.0017822437187944803,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Recurring financial obligations contribute to monthly pressure.,
58,2026-10-01,0.0025719908966647014,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure.,
59,2026-10-01,0.001598697573068398,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Expense pressure is elevated. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
60,2026-10-01,0.003120192140564672,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Recurring financial obligations contribute to monthly pressure.,
61,2026-10-01,0.0016393069085998372,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
62,2026-10-01,0.00276992226575896,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Spending is growing faster than the configured threshold. | Recurring financial obligations contribute to monthly pressure.,
63,2026-10-01,0.0024235385968192575,LOW,OBLIGATION_PRESSURE,SAVINGS_REINFORCEMENT,4,,MONITOR,Expense pressure is elevated. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The recent balance trajectory is declining.,
64,2026-10-01,0.0016598755003350133,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Recurring financial obligations contribute to monthly pressure.,
65,2026-10-01,0.0017015388218839787,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
66,2026-10-01,0.002067569669236486,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
67,2026-10-01,0.0021083155333502684,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
68,2026-10-01,0.8436043629678665,HIGH,LIQUIDITY_PRESSURE,LIQUIDITY_PROTECTION,1,,RULE_BASED_RECOMMENDATION,Cash buffer is below 50% of the reference level. | Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
69,2026-10-01,0.0014192741199614291,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Recurring financial obligations contribute to monthly pressure.,
70,2026-10-01,0.0033399316101141107,LOW,OBLIGATION_PRESSURE,SAVINGS_REINFORCEMENT,4,,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The recent balance trajectory is declining.,
71,2026-10-01,0.0018829427615736929,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Recurring financial obligations contribute to monthly pressure.,
72,2026-10-01,0.0016025740792090918,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
73,2026-10-01,0.0018127104505240529,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Spending is growing faster than the configured threshold. | Recurring financial obligations contribute to monthly pressure.,
74,2026-10-01,0.0015588456432288906,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
75,2026-10-01,0.0021701517609211984,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure.,
76,2026-10-01,0.0015871242199565947,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Spending is growing faster than the configured threshold. | Recurring financial obligations contribute to monthly pressure.,
77,2026-10-01,0.002281939313718983,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Recurring financial obligations contribute to monthly pressure.,
78,2026-10-01,0.0032536322230286947,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Recurring financial obligations contribute to monthly pressure.,
79,2026-10-01,0.0018310521839709365,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Recurring financial obligations contribute to monthly pressure.,
80,2026-10-01,0.0014050333459292876,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Recurring financial obligations contribute to monthly pressure.,
81,2026-10-01,0.00232518559967452,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Expense pressure is elevated. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
82,2026-10-01,0.002224882114391818,LOW,OBLIGATION_PRESSURE,SAVINGS_REINFORCEMENT,4,,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The recent balance trajectory is declining.,
83,2026-10-01,0.0017165354772742327,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Spending is growing faster than the configured threshold. | Recurring financial obligations contribute to monthly pressure.,
84,2026-10-01,0.9466754123192503,HIGH,LIQUIDITY_PRESSURE,LIQUIDITY_PROTECTION,1,,RULE_BASED_RECOMMENDATION,Cash buffer is below 50% of the reference level. | Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure.,
85,2026-10-01,0.0020839522095407012,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Recurring financial obligations contribute to monthly pressure.,
86,2026-10-01,0.0013758629513901427,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Recurring financial obligations contribute to monthly pressure.,
87,2026-10-01,0.0016146879017520297,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
88,2026-10-01,0.0027889333498189845,LOW,SPENDING_PRESSURE,SAVINGS_REINFORCEMENT,4,,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The recent balance trajectory is declining.,
89,2026-10-01,0.0017551040197387336,LOW,OBLIGATION_PRESSURE,SAVINGS_REINFORCEMENT,4,,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The recent balance trajectory is declining.,
90,2026-10-01,0.0022642385441553666,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure.,
91,2026-10-01,0.0017731532588229886,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Recurring financial obligations contribute to monthly pressure.,
92,2026-10-01,0.007665314719537447,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Recurring financial obligations contribute to monthly pressure.,
93,2026-10-01,0.0016178525033855781,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Spending is growing faster than the configured threshold. | Recurring financial obligations contribute to monthly pressure.,
94,2026-10-01,0.0015506464235911458,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
95,2026-10-01,0.002230366696693411,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure.,
96,2026-10-01,0.021495153642557045,LOW,LIQUIDITY_PRESSURE,SAVINGS_REINFORCEMENT,4,,MONITOR,Cash buffer is below 50% of the reference level. | Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
97,2026-10-01,0.001997299944128222,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure.,
98,2026-10-01,0.0017399249607620633,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
99,2026-10-01,0.0017409703059075316,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Recurring financial obligations contribute to monthly pressure.,
100,2026-10-01,0.002875943918233097,LOW,SPENDING_PRESSURE,SAVINGS_REINFORCEMENT,4,,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The recent balance trajectory is declining.,
101,2026-10-01,0.0041247279198432215,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Recurring financial obligations contribute to monthly pressure.,
102,2026-10-01,0.04489391564606169,LOW,LIQUIDITY_PRESSURE,SAVINGS_REINFORCEMENT,4,,MONITOR,Cash buffer is below 50% of the reference level. | Expense pressure is elevated. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
103,2026-10-01,0.0017531252893835578,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
104,2026-10-01,0.0014749257897141038,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
105,2026-10-01,0.0023667997417829156,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Recurring financial obligations contribute to monthly pressure.,
106,2026-10-01,0.0022714991309439408,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Recurring financial obligations contribute to monthly pressure.,
107,2026-10-01,0.00155694344262907,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Recurring financial obligations contribute to monthly pressure.,
108,2026-10-01,0.001799142566728169,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Recurring financial obligations contribute to monthly pressure.,
109,2026-10-01,0.0021485579181070137,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Recurring financial obligations contribute to monthly pressure.,
110,2026-10-01,0.0020102294467648587,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
111,2026-10-01,0.01508175049324868,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
112,2026-10-01,0.0016264964188960796,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Recurring financial obligations contribute to monthly pressure.,
113,2026-10-01,0.0014172642397659895,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Recurring financial obligations contribute to monthly pressure.,
114,2026-10-01,0.0020171379998355247,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Expense pressure is elevated. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
115,2026-10-01,0.0015466016125506327,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
116,2026-10-01,0.0022114595226618867,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Recurring financial obligations contribute to monthly pressure.,
117,2026-10-01,0.0021571646151885377,LOW,SPENDING_PRESSURE,SAVINGS_REINFORCEMENT,4,,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The recent balance trajectory is declining.,
118,2026-10-01,0.002081929616639537,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Recurring financial obligations contribute to monthly pressure.,
119,2026-10-01,0.0028649502220766455,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Recurring financial obligations contribute to monthly pressure.,
120,2026-10-01,0.0019067517036688048,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Recurring financial obligations contribute to monthly pressure.,
121,2026-10-01,0.0032012660116205564,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure.,
122,2026-10-01,0.0019946549293887953,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
123,2026-10-01,0.001836312987566279,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Expense pressure is elevated. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
124,2026-10-01,0.001483914094481655,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
125,2026-10-01,0.0015421550376385987,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
126,2026-10-01,0.002649902418468071,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Spending is growing faster than the configured threshold. | Recurring financial obligations contribute to monthly pressure.,
127,2026-10-01,0.0026123243134574215,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Recurring financial obligations contribute to monthly pressure.,
128,2026-10-01,0.002546215927666301,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
129,2026-10-01,0.0015675829703371718,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
130,2026-10-01,0.001850884227295122,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
131,2026-10-01,0.001481119741871349,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
132,2026-10-01,0.001834209955898054,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
133,2026-10-01,0.0023470587037040746,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
134,2026-10-01,0.0015129820817817742,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
135,2026-10-01,0.003064532479711852,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure.,
136,2026-10-01,0.002696626682394063,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Expense pressure is elevated. | Recurring financial obligations contribute to monthly pressure.,
137,2026-10-01,0.0018608539388506647,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Spending is growing faster than the configured threshold. | Recurring financial obligations contribute to monthly pressure.,
138,2026-10-01,0.0015101873976573412,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
139,2026-10-01,0.0015479462445362805,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
140,2026-10-01,0.0020017469752404587,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Recurring financial obligations contribute to monthly pressure.,
141,2026-10-01,0.0019081656125583227,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,
142,2026-10-01,0.0020593624579006297,LOW,STABLE,SAVINGS_REINFORCEMENT,4,,MONITOR,Recurring financial obligations contribute to monthly pressure.,
