salary_income,bonus_income,total_income,total_debits,variable_spending,essential_spending,discretionary_spending,recurring_spending,transaction_count,debit_transaction_count,credit_transaction_count,transactions_per_day,debit_transactions_per_day,average_transaction,median_transaction,transaction_amount_std,starting_balance,ending_balance,minimum_balance,maximum_balance,average_balance,net_cash_flow,savings_rate,income_to_expense_ratio,essential_spending_ratio,discretionary_spending_ratio,minimum_balance_ratio,average_balance_ratio,balance_change,state_changed,state_duration,recent_state_change,historical_spending_mean,historical_spending_std,spending_baseline_deviation,spending_baseline_ratio,transaction_count_change,savings_rate_change,rolling_spending_mean,rolling_spending_std,rolling_spending_min,rolling_spending_max,rolling_income_mean,income_volatility,rolling_average_balance,rolling_minimum_balance,rolling_savings_rate,rolling_transaction_count,rolling_net_cash_flow,spending_growth,discretionary_spending_growth,income_growth,balance_growth,spending_acceleration,cash_buffer,cash_buffer_ratio,expense_pressure,discretionary_pressure,negative_cash_flow,category_shift,has_full_history
26355.62,0.0,26355.62,20676.25,10054.01,8265.24,1788.77,10622.24,97,96,1,3.2333333333333334,3.2,484.86463917525776,97.98,2720.5923015908,90367.92,96047.29,85196.93,111552.55,100796.5986597938,5679.369999999999,0.2154899031022605,1.2746808536364185,0.8220839247225733,0.1779160752774266,3.232590620140979,3.824482165845228,5679.369999999995,False,3,0,8519.805,1090.938451934847,1534.205,1.1800751308275248,4.0,-0.1048036444365143,8631.793333333333,1239.6447464630069,7780.35,10054.01,26683.176666666663,363.5448674281325,93700.9883346266,68929.48,0.2779740507504636,101.33333333333331,7429.143333333334,0.2922310692963683,-0.0924878365557794,-0.0265454497102789,0.0628471917910691,0.3270492436713232,85196.93,3.232590620140979,0.7845100968977395,0.0678705338747485,0,0.2359561030364541,True
79550.2,0.0,79550.2,53686.65,18732.16,14854.63,3877.53,34954.49,159,158,1,5.3,5.266666666666667,837.9676100628933,101.62,6627.090525361011,137199.1,163062.65,86352.24,165902.44,110150.18088050312,25863.55,0.3251223755565667,1.4817501185117714,0.7930014477775121,0.2069985522224879,1.0855062589408953,1.3846625260590562,25863.54999999999,True,1,1,24052.110000000004,10958.94231531493,-5319.950000000004,0.7788156631580346,-36.0,0.4511678193794287,25004.526666666672,9972.733050234196,18732.16,36504.23000000001,73942.58666666666,9085.66712488595,102650.97423682088,68425.12,0.1682227259868659,175.0,13983.57,-0.4868496061963231,-0.8491749906646752,0.2535508649636802,0.1885110762388382,-1.3326239553328794,86352.24,1.0855062589408953,0.6748776244434332,0.0487431835495071,0,0.6446534382750957,True
47764.4,0.0,47764.4,40325.92,6770.32,4024.38,2745.94,33555.6,107,106,1,3.566666666666667,3.533333333333333,823.2740186915889,59.74,4940.842437277243,63437.53,70876.01,48972.44,96736.84,72987.7623364486,7438.480000000003,0.1557327214410733,1.1844590278411504,0.5944150350352716,0.4055849649647284,1.0252916397986784,1.5280787016365454,7438.479999999996,True,1,1,6180.64,2535.0645571069786,589.6799999999994,1.0954075953299334,6.0,0.0375795090721451,7313.126666666667,857.2107211376549,6770.32,8301.35,48105.90333333333,2455.1533191703847,65791.55269960828,30405.6,0.1495106116158161,96.0,7237.176666666669,-0.0141808550448403,0.0709845004173261,0.0419948960915266,0.1172567721347284,0.1585187661011179,48972.44,1.0252916397986784,0.8442672785589267,0.057489259783437,0,0.0345985622862079,True
30283.25,0.0,30283.25,20990.64,17783.75,11165.24,6618.509999999999,3206.89,106,105,1,3.533333333333333,3.5,483.71594339622646,139.235,2939.25816991579,82708.12,92000.73,80528.2,110811.45,97791.61698113209,9292.61,0.3068564305350317,1.4427025569491927,0.6278338370703591,0.3721661629296408,2.6591663708485718,3.2292312410699666,9292.61,False,2,0,17811.96,2371.858511494729,-28.209999999999127,0.998416232688598,7.0,-0.0891224523693134,18322.176666666663,3171.8715239797016,15453.98,21728.8,32276.666666666668,2939.354445423921,87132.89211492281,56784.21,0.3344743575771804,105.0,10747.6,0.1507553394012417,-0.0543567249373121,-0.0197819022217619,0.1123542646115036,0.4395342871572153,80528.2,2.6591663708485718,0.6931435694649682,0.2185534907911138,0,0.306799132087674,True
44790.02,0.0,44790.02,40439.3,17739.52,11160.45,6579.07,22699.78,122,121,1,4.066666666666666,4.033333333333333,698.6009836065574,118.96,4385.698530354588,131140.64,135491.36,110094.65,154884.67,138719.12704918033,4350.720000000001,0.0971359244760328,1.1075864320104454,0.6291291985352478,0.3708708014647521,2.4580174333478757,3.097099020031256,4350.719999999972,True,3,1,15052.6,515.5017382447257,2686.92,1.178502052801509,-3.0,-0.0085778011576483,15733.886666666667,1814.2606544907865,14207.03,17739.52,43430.91333333333,1892.374118041488,135247.0885161784,99909.54,0.1149284266117945,123.66666666666669,4997.246666666669,0.2486438052147423,0.5783770167336411,0.0853037722467182,0.0331759857203683,0.3173473412757737,110094.65,2.4580174333478757,0.9028640755239672,0.146886962765366,0,0.1510691692521997,True
20000.0,0.0,20000.0,17361.89,10898.07,7397.370000000001,3500.7,6463.820000000001,149,148,1,4.966666666666667,4.933333333333334,250.75093959731544,60.75,1685.9957584066833,66492.06,69130.17,49728.22,69728.22,56346.95134228188,2638.1100000000006,0.1319055,1.1519483189906168,0.6787779854598108,0.3212220145401892,2.486411,2.8173475671140937,2638.1100000000006,False,3,0,10597.973333333332,2437.153995763638,300.09666666666635,1.0283164202463868,25.0,-0.0842403458250068,11037.686666666666,1236.0629953337068,9877.36,12337.63,22029.503333333338,2813.5610223048884,51656.50533856963,37715.5,0.2010608405890941,124.66666666666669,4527.996666666666,0.1033383414191646,0.5020660004548205,-0.0406394713539743,0.0396755642703805,0.3027502219829356,49728.22,2.486411,0.8680945,0.175035,0,0.2151604877435675,True
54657.39,0.0,54657.39,50585.65,26390.46,14933.61,11456.85,24195.19,190,189,1,6.333333333333333,6.3,553.9107368421053,120.665,4090.764080510667,73976.54,78048.28,28061.19,82718.58,48233.958736842105,4071.739999999998,0.0744956903357441,1.0804919972363705,0.5658715308486475,0.4341284691513524,0.5134015729620459,0.8824782657357423,4071.740000000005,False,3,0,22492.686,5077.359009350234,3897.774000000001,1.1732907310403036,-25.0,-0.0234924962291562,26467.513333333336,3683.804439995874,22822.840000000004,30189.24,56149.3,3634.520175937946,43087.86404344658,18256.69,0.0978705464911082,202.0,5486.596666666667,-0.1258322501659531,-0.0436414722955407,-0.0934609138768305,0.0550409629863739,-0.4485966388222288,28061.19,0.5134015729620459,0.925504309664256,0.2096120945401893,0,0.1661674841815152,True
43750.21,0.0,43750.21,45737.65,32200.39,14257.800000000005,17942.59,13537.26,172,171,1,5.733333333333333,5.7,520.2782558139536,156.35500000000002,3410.770637206621,44202.89,42215.45,-631.28,43554.22,16930.15226744186,-1987.4400000000023,-0.0454269819504866,0.9565469585778892,0.4427834569705523,0.5572165430294478,-0.0144291878827553,0.3869730514994524,-1987.4400000000023,False,7,0,31981.942857142854,7516.411049272374,218.44714285714144,1.0068303274705013,-10.0,-0.0726413709122844,28615.916666666668,3116.3386090785366,26549.4,32200.39,42003.25,1643.5896670702273,18361.15781731834,-631.28,-0.0027705880962941,175.33333333333334,-149.92666666667114,0.1882957241061689,0.1779080248335969,0.047356819229714,-0.0449617660745711,0.1676338635744809,0.0,0.0,1.0454269819504869,0.4101143743081462,1,0.1872105627306195,True
22317.67,0.0,22317.67,21228.0,4083.86,3005.05,1078.81,17144.14,170,169,1,5.666666666666667,5.633333333333334,256.151,20.42,1885.7337142797185,40870.44,41960.11,19969.57,42287.24,25566.918411764706,1089.6699999999985,0.0488254374224548,1.051331731675146,0.7358357044560784,0.2641642955439217,0.8947874038822153,1.1455908440157376,1089.6699999999985,True,2,1,3792.806666666667,807.2097546693388,291.05333333333283,1.0767382466106892,6.0,0.078785937422455,3582.75,451.0340227743359,3209.32,4083.86,20889.076666666664,1249.4827859691932,26270.77934592699,19969.57,0.0062244290290058,161.33333333333334,162.1866666666659,0.181990524070424,0.4835733047292927,0.1158834999999998,0.0266615676268715,0.1054166704191832,19969.57,0.8947874038822153,0.9511745625775452,0.0483388274851272,0,0.067831413251,True
63672.28,0.0,63672.28,55804.240000000005,32968.21000000001,21039.49,11928.72,22836.03,192,191,1,6.4,6.366666666666666,622.2735416666666,146.015,4686.868927450556,131126.22,138994.26,77466.22,141138.5,99972.74838541668,7868.039999999994,0.123570885163842,1.1409935875840258,0.6381750783557857,0.3618249216442142,1.2166396428712778,1.5701141593393024,7868.040000000008,True,2,1,38751.974285714285,4162.661691129276,-5783.764285714278,0.8507491710468431,0.0,0.0320539984330408,37177.03,3645.705505920629,32968.21000000001,39355.9,65049.29,2819.7582672456438,92295.48443029835,62576.16,0.0769225195065031,182.0,5036.229999999999,-0.1591239621108281,-0.2985334070354121,-0.0676598191585459,0.0600035599287465,-0.1553400313660099,77466.22,1.2166396428712778,0.876429114836158,0.1873455764423702,0,0.2010259248217797,True
58539.5,0.0,58539.5,46164.03999999999,24562.9,16944.17,7618.73,21601.14,94,93,1,3.1333333333333333,3.1,1113.867446808511,241.545,6164.246751780847,179340.13,191715.59,170077.0,228616.5,198801.60510638295,12375.460000000006,0.2114035821966365,1.268075757667657,0.6898277483521896,0.3101722516478103,2.905337421740876,3.396024993489575,12375.459999999992,True,1,1,22958.4325,4225.2280227570745,1604.4674999999988,1.0698857598400937,12.0,-0.048407681465842,21240.506666666664,3093.555010086828,18442.93,24562.9,56042.920000000006,2271.003875976434,184485.9136679396,142610.32,0.2362014919265859,84.66666666666667,13201.273333333336,0.3318328486851056,0.0367734911886781,0.082064798379144,0.0690055259801585,0.4415448592432863,170077.0,2.905337421740876,0.7885964178033634,0.1301468239393913,0,0.2136870908283092,True
111345.76,0.0,111345.76,76067.18000000001,40738.66,24307.78,16430.88,35328.520000000004,154,153,1,5.133333333333334,5.1,1216.9671428571428,240.105,9261.63642000154,350039.39,385317.97,385317.97,461385.15,408049.6023376623,35278.57999999999,0.3168381086087157,1.463781883329972,0.5966759829606569,0.4033240170393429,3.4605535944969974,3.664707145899964,35278.57999999996,True,2,1,31888.448333333334,7597.693480417375,8850.21166666667,1.2775366042948992,40.0,-0.105922356021911,28984.61666666667,10195.729500238496,22529.02,40738.66,105673.45666666668,4949.01772112742,363988.6791560684,230605.21,0.3934188288324074,131.66666666666666,41360.31999999999,0.7199344596445942,1.4750482405202296,0.0891046749165289,0.1007846002702723,0.6685718171506019,385317.97,3.4605535944969974,0.6831618913912844,0.1475662836196008,0,0.3182835067594716,True
21349.41,0.0,21349.41,15275.270000000002,7010.29,3878.28,3132.01,8264.98,133,132,1,4.433333333333334,4.4,275.3735338345864,45.67,1914.645223418133,78750.64,84824.78,64471.25,85820.66,71935.49541353383,6074.139999999998,0.2845109068587843,1.3976453444030774,0.5532267566676985,0.4467732433323015,3.019814130694946,3.369437160724059,6074.139999999999,False,5,0,6830.007142857144,469.6181781232588,180.2828571428563,1.0263957055054322,-19.0,0.0706244068587841,7254.429999999999,226.3410674181777,7010.29,7457.29,20483.856666666667,751.3295522161595,66157.09549517176,54986.44,0.2414389700121841,140.33333333333334,4964.446666666667,-0.0599413459849355,-0.2046456468962996,0.0674704999999999,0.077131309663007,-0.0820886078689743,64471.25,3.019814130694946,0.7154890931412157,0.1467024147271517,0,0.1994519322139664,True
38027.33,0.0,38027.33,24640.22,11172.79,6001.94,5170.849999999998,13467.43,138,137,1,4.6,4.566666666666666,454.1126811594204,74.705,3287.2515452384105,173623.72,187010.83,172486.76,210514.09,191716.52884057967,13387.11,0.3520391781384599,1.543303184792993,0.5371925902124716,0.4628074097875282,4.535863022726024,5.041545878729315,13387.109999999986,False,2,0,13149.161666666669,2080.7419607189804,-1976.371666666668,0.8496959945608699,4.0,-0.0311455645166928,14010.726666666667,2610.501215482065,11172.79,16309.64,42528.97666666666,3951.132620405612,178579.7761868077,139943.55,0.3535257425224625,131.33333333333334,15050.819999999998,-0.232097458719222,0.2960108476071597,-0.1628052023762766,0.0771041537412053,-0.1241925632095725,172486.76,4.535863022726024,0.6479608218615401,0.135977203763714,0,0.2979780933310137,True
25062.09,0.0,25062.09,20147.02,8648.529999999999,6442.030000000001,2206.5,11498.49,154,153,1,5.133333333333334,5.1,293.5656493506494,47.225,2068.5683241203687,45044.14,49959.21,26153.42,51215.51,35150.49181818182,4915.07,0.1961157269804712,1.2439601489451044,0.7448699374344544,0.2551300625655459,1.0435450515100697,1.4025363334894183,4915.07,False,2,0,6982.81,461.7831545216864,1665.7199999999984,1.2385458003296663,42.0,-0.022090245683925,7538.05,1015.6260205902554,6656.280000000001,8648.529999999999,24435.826666666664,546.2918200315038,28939.6068384962,16526.64,0.2212520442489124,129.33333333333334,5399.286666666667,0.1832162685003022,0.0394731263337901,0.0417678315120544,0.1091167463736682,0.0851044102251095,26153.42,1.0435450515100697,0.8038842730195287,0.0880413405266679,0,0.1331560467864546,True
104115.77,0.0,104115.77,72881.12,53793.92,25331.49,28462.43,19087.2,207,206,1,6.9,6.866666666666666,855.0574396135265,217.84,7259.688385551502,141151.88,172386.53,126363.94,230479.71,194101.11942028988,31234.65000000001,0.2999992220198728,1.4285698408586478,0.4708987558445267,0.5291012441554733,1.213686841100056,1.8642816493629144,31234.649999999998,False,3,0,77287.11333333333,9811.279960357197,-23493.19333333333,0.6960270306382255,21.0,0.117788529634878,64611.56333333333,9370.956148976078,53793.92,70241.20999999999,105668.71333333332,3093.9725460374284,170737.66677192904,88715.63,0.2082387636981818,195.0,21969.950000000008,-0.2341544230231796,-0.1997454361830384,-0.0468344453897349,0.2212839814815077,-0.2404818268062406,126363.94,1.213686841100056,0.7000007779801273,0.273372900186014,0,0.1684999608293016,True
38769.19,0.0,38769.19,18458.2,15247.34,12317.330000000002,2930.01,3210.86,175,174,1,5.833333333333333,5.8,327.01365714285714,76.81,2927.617023789476,226003.5,246314.49,207941.36,246710.55,217334.54142857145,20310.99,0.5238951342548039,2.1003776099511327,0.8078346780487614,0.1921653219512387,5.3635724656615205,5.605857162055008,20310.98999999999,True,2,1,16128.582857142856,3851.0763294379335,-881.2428571428554,0.945361420470207,26.0,-0.0954897420431476,13973.383333333331,1910.7007593114424,11776.419999999998,15247.34,38953.83000000001,366.988078280575,195203.6787682275,163372.81,0.558527907326785,169.66666666666666,21769.586666666662,0.2947347326267238,0.4574408818233371,-0.015422408357072,0.0898702453723061,0.504179437014834,207941.36,5.3635724656615205,0.4761048657451961,0.0755757342363872,0,0.1478835819288645,True
49588.7,0.0,49588.7,33828.530000000006,18653.41,15903.81,2749.6,15175.12,183,182,1,6.1,6.066666666666666,455.8318579234973,88.74,3729.7436573488394,141127.6,156887.77,130913.33,180502.03,165591.6450819672,15760.169999999993,0.3178177689675267,1.4658839742666911,0.8525953163523453,0.1474046836476547,2.6399831009887333,3.339301999890443,15760.169999999984,False,2,0,17167.0425,4740.217864609002,1486.3675000000003,1.0865826189921766,17.0,0.0111595652139983,19367.716666666667,4541.9044119106375,15225.29,24224.45,45522.57,3539.392368712457,150660.9047140195,113880.85,0.2370093234242674,170.0,10979.73333333333,0.2251595864512268,0.3254853187171291,0.1309689024433353,0.1116731950376821,0.5966503736517618,130913.33,2.6399831009887333,0.6821822310324733,0.0554481162038932,0,0.1455375487773935,True
64670.99,0.0,64670.99,39573.34,26154.94,14231.15,11923.79,13418.4,148,147,1,4.933333333333334,4.9,704.3535810810812,163.94,5365.511115095905,163143.6,188241.25,123991.4,188662.39,138631.1981081081,25097.649999999998,0.3880820442056012,1.6342060083884755,0.5441094493047967,0.4558905506952033,1.917264603495323,2.1436380996812963,25097.649999999998,False,4,0,27732.59333333333,712.3637526105108,-1577.6533333333318,0.943111943611957,32.0,0.0602748727563759,26992.66333333333,851.2007867908295,26154.94,27856.73,62134.06666666667,2333.585718509893,119854.31739245134,82794.77,0.3488016914905767,129.0,21723.00333333333,-0.0300886439084011,0.1443077746929248,0.076431276316361,0.1538377846265497,0.001875265710567,123991.4,1.917264603495323,0.6119179557943988,0.1843761785616704,0,0.1625512236640802,True
117774.58,0.0,117774.58,101257.99,25986.079999999994,18890.48,7095.6,75271.91,108,107,1,3.6,3.566666666666667,2028.079351851852,210.265,12514.7489900556,270286.48,286803.07,173952.12,291726.7,208734.7782407408,16516.59000000001,0.1402390057345142,1.1631139429095918,0.7269461188451665,0.2730538811548337,1.476992063992077,1.7723245393084042,16516.590000000026,False,4,0,36421.14333333333,10704.596161123816,-10435.06333333334,0.713488858989691,17.0,-0.0419578039710384,29869.846666666665,5820.855452880904,25986.079999999994,36562.48,126856.05333333334,9513.63002480826,190000.92517365352,125340.83,0.1701841256024586,94.33333333333331,21714.296666666687,-0.2892692180617946,-0.2667274316858571,-0.1387584153712592,0.0611077180035051,-0.6403836270743286,173952.12,1.476992063992077,0.8597609942654857,0.0602472961482859,0,0.2173366579186517,True
24794.01,0.0,24794.01,21869.62,12424.13,7971.33,4452.799999999999,9445.490000000002,145,144,1,4.833333333333333,4.8,321.8181379310344,80.23,2095.0735473323903,20473.19,23397.58,12117.07,36911.08,24548.39186206897,2924.3899999999994,0.1179474397243527,1.1337192873035746,0.641600659362064,0.358399340637936,0.4887095713843787,0.9900936501223064,2924.390000000003,True,1,1,12845.832,2247.3472040430256,-421.70200000000114,0.9671720757363166,-6.0,0.024281129117859,13135.343333333332,1091.671217232246,12424.13,14392.27,25406.533333333336,1497.5242255246983,22517.690248989256,5983.48,0.1108068335636676,146.0,2825.7000000000007,-0.0131457397874282,0.0099800399201595,0.019810491531677,0.1428399775511293,0.1121048287469308,12117.07,0.4887095713843787,0.8820525602756473,0.1795917643011356,0,0.1468304892175321,True
34282.26,7170.25,41452.51,35995.09,22010.39,14312.989999999996,7697.4,13984.7,171,169,2,5.7,5.633333333333334,452.9099415204678,113.09,2781.768763078099,87551.31,93008.73,55420.25,96638.28,71366.38766081871,5457.4200000000055,0.1316547538375843,1.151615678693955,0.6502833434573397,0.3497166565426601,1.336957641406998,1.7216421312200083,5457.419999999998,True,3,1,22533.97333333333,5833.409588207113,-523.5833333333321,0.976764713191578,17.0,-0.0820823922616837,20891.76,5404.214361338757,15015.769999999997,25649.120000000003,42822.29666666667,7001.881537824914,63083.14638251762,41657.75,0.1843902253395353,162.66666666666666,7945.836666666663,-0.141865685840294,-0.3549490028081765,-0.1776576465768724,0.0623339616506024,-0.8500111888681112,55420.25,1.336957641406998,0.8683452461624156,0.1856920123775375,0,0.2135731360324345,True
