user_id,month,financial_stress_30d,feature,feature_value,shap_value,direction,absolute_shap
128,2026-10-01,0,rolling_average_balance,103188.21075258196,-0.2910069774882868,decreases_stress_risk,0.2910069774882868
128,2026-10-01,0,recurring_spending,20539.0,0.1654334142562584,increases_stress_risk,0.1654334142562584
128,2026-10-01,0,expense_pressure,0.9682069538901033,0.1469855467299931,increases_stress_risk,0.1469855467299931
128,2026-10-01,0,state_changed,1.0,-0.1125553930544993,decreases_stress_risk,0.1125553930544993
128,2026-10-01,0,balance_growth,0.0081106965226009,0.10026467867952306,increases_stress_risk,0.10026467867952306
128,2026-10-01,0,income_volatility,710.5130204530861,-0.08339089387009153,decreases_stress_risk,0.08339089387009153
128,2026-10-01,0,median_transaction,26.31,0.062347394234966484,increases_stress_risk,0.062347394234966484
128,2026-10-01,0,rolling_transaction_count,181.66666666666663,0.059938605843344706,increases_stress_risk,0.059938605843344706
949,2026-11-01,0,rolling_average_balance,40912.79964517376,0.5251160239055753,increases_stress_risk,0.5251160239055753
949,2026-11-01,0,minimum_balance_ratio,1.2412382907389774,-0.35392039516940715,decreases_stress_risk,0.35392039516940715
949,2026-11-01,0,average_balance_ratio,1.5008259766913954,-0.2700407359644305,decreases_stress_risk,0.2700407359644305
949,2026-11-01,0,income_growth,0.0520997996355179,-0.22774137335363775,decreases_stress_risk,0.22774137335363775
949,2026-11-01,0,income_volatility,1928.3567889872568,-0.2146382802372682,decreases_stress_risk,0.2146382802372682
949,2026-11-01,0,expense_pressure,0.8135915950114919,0.15028711151098834,increases_stress_risk,0.15028711151098834
949,2026-11-01,0,recurring_spending,11961.68,-0.13485630061200937,decreases_stress_risk,0.13485630061200937
949,2026-11-01,0,savings_rate,0.186408404988508,0.10145757833262906,increases_stress_risk,0.10145757833262906
949,2026-11-01,0,rolling_savings_rate,0.1996754526194578,-0.07646490669983905,decreases_stress_risk,0.07646490669983905
949,2026-11-01,0,rolling_transaction_count,171.0,0.06908218187978492,increases_stress_risk,0.06908218187978492
278,2026-11-01,0,minimum_balance_ratio,2.1250133196656686,-0.39520353529020213,decreases_stress_risk,0.39520353529020213
278,2026-11-01,0,rolling_average_balance,71126.85005247912,-0.335349386590533,decreases_stress_risk,0.335349386590533
278,2026-11-01,0,average_balance_ratio,2.471446589520737,-0.2683531749865506,decreases_stress_risk,0.2683531749865506
278,2026-11-01,0,income_growth,0.0022020437521044,0.19630058716924395,increases_stress_risk,0.19630058716924395
278,2026-11-01,0,expense_pressure,0.8767935075053205,0.16637805286794902,increases_stress_risk,0.16637805286794902
278,2026-11-01,0,rolling_transaction_count,123.66666666666669,-0.14993153956136665,decreases_stress_risk,0.14993153956136665
278,2026-11-01,0,balance_growth,0.0421428131035983,0.14409408815321512,increases_stress_risk,0.14409408815321512
278,2026-11-01,0,recurring_spending,14736.88,-0.12613863220904023,decreases_stress_risk,0.12613863220904023
278,2026-11-01,0,historical_spending_std,1457.448883747824,0.06635688000824302,increases_stress_risk,0.06635688000824302
278,2026-11-01,0,state_changed,0.0,0.06445389618515036,increases_stress_risk,0.06445389618515036
266,2026-11-01,0,minimum_balance_ratio,2.318310606861398,-0.3344326717359945,decreases_stress_risk,0.3344326717359945
266,2026-11-01,0,rolling_average_balance,143219.63365417594,-0.270527672052267,decreases_stress_risk,0.270527672052267
266,2026-11-01,0,income_volatility,4749.048170138865,0.23201332962373272,increases_stress_risk,0.23201332962373272
266,2026-11-01,0,average_balance_ratio,2.5709662764761,-0.22028419819194822,decreases_stress_risk,0.22028419819194822
266,2026-11-01,0,expense_pressure,0.7163000285793704,-0.21094447215786205,decreases_stress_risk,0.21094447215786205
266,2026-11-01,0,income_growth,-0.1259788848975759,0.17790782218740786,increases_stress_risk,0.17790782218740786
266,2026-11-01,0,recurring_spending,24091.4,0.11438771273154998,increases_stress_risk,0.11438771273154998
266,2026-11-01,0,rolling_transaction_count,142.66666666666666,0.11145181193074677,increases_stress_risk,0.11145181193074677
266,2026-11-01,0,rolling_spending_min,21649.55,0.08109153273282572,increases_stress_risk,0.08109153273282572
266,2026-11-01,0,balance_growth,0.0946077553574618,-0.06584114226920064,decreases_stress_risk,0.06584114226920064
583,2026-10-01,0,minimum_balance_ratio,3.453157122960588,-0.3156587301348918,decreases_stress_risk,0.3156587301348918
583,2026-10-01,0,transaction_count_change,-37.0,0.29977541369516986,increases_stress_risk,0.29977541369516986
583,2026-10-01,0,average_balance_ratio,3.7309666115481583,-0.20844974879175424,decreases_stress_risk,0.20844974879175424
583,2026-10-01,0,rolling_average_balance,244177.62387147185,-0.199398575196974,decreases_stress_risk,0.199398575196974
583,2026-10-01,0,expense_pressure,0.781074675261245,-0.1960091878916137,decreases_stress_risk,0.1960091878916137
583,2026-10-01,0,recurring_spending,28267.85,0.08844037208531517,increases_stress_risk,0.08844037208531517
583,2026-10-01,0,balance_growth,0.0520628222347006,0.07890558672079351,increases_stress_risk,0.07890558672079351
583,2026-10-01,0,rolling_spending_min,26904.75,0.0786768042575568,increases_stress_risk,0.0786768042575568
583,2026-10-01,0,rolling_transaction_count,108.33333333333331,-0.06583591473288834,decreases_stress_risk,0.06583591473288834
583,2026-10-01,0,rolling_income_mean,73256.5,-0.055885296766646206,decreases_stress_risk,0.055885296766646206
648,2026-11-01,0,minimum_balance_ratio,4.746882990049007,-0.38597287177457473,decreases_stress_risk,0.38597287177457473
648,2026-11-01,0,rolling_average_balance,147191.09534584254,-0.2818154840994975,decreases_stress_risk,0.2818154840994975
648,2026-11-01,0,average_balance_ratio,5.348664446273084,-0.26057551966398024,decreases_stress_risk,0.26057551966398024
648,2026-11-01,0,expense_pressure,0.8715246751189983,0.15630269825924187,increases_stress_risk,0.15630269825924187
648,2026-11-01,0,recurring_spending,7705.17,-0.12615491754564573,decreases_stress_risk,0.12615491754564573
648,2026-11-01,0,balance_growth,0.0260457137940262,0.10737299222091679,increases_stress_risk,0.10737299222091679
648,2026-11-01,0,rolling_transaction_count,172.66666666666666,0.08108130260719917,increases_stress_risk,0.08108130260719917
648,2026-11-01,0,historical_spending_std,1755.6574050160748,0.05400792814325541,increases_stress_risk,0.05400792814325541
648,2026-11-01,0,essential_spending_ratio,0.5397979312426907,-0.05379333673423389,decreases_stress_risk,0.05379333673423389
648,2026-11-01,0,state_changed,0.0,0.04642233657767065,increases_stress_risk,0.04642233657767065
461,2026-10-01,0,minimum_balance_ratio,3.31715178943708,-0.33322864146350184,decreases_stress_risk,0.33322864146350184
461,2026-10-01,0,rolling_average_balance,117265.37557720904,-0.2638506620354019,decreases_stress_risk,0.2638506620354019
461,2026-10-01,0,average_balance_ratio,3.687875238103634,-0.21610035934252664,decreases_stress_risk,0.21610035934252664
461,2026-10-01,0,expense_pressure,0.650813170761077,-0.17995478785480373,decreases_stress_risk,0.17995478785480373
461,2026-10-01,0,income_volatility,1317.1981934520168,-0.1678133520897245,decreases_stress_risk,0.1678133520897245
461,2026-10-01,0,income_growth,-0.0671265299394926,0.12272738613304682,increases_stress_risk,0.12272738613304682
461,2026-10-01,0,transaction_count_change,42.0,0.09936730713408906,increases_stress_risk,0.09936730713408906
461,2026-10-01,0,balance_growth,0.0894327109705064,-0.08483146448503248,decreases_stress_risk,0.08483146448503248
461,2026-10-01,0,recurring_spending,4301.66,-0.06787747724942164,decreases_stress_risk,0.06787747724942164
461,2026-10-01,0,rolling_savings_rate,0.365448338683156,-0.04848731801554095,decreases_stress_risk,0.04848731801554095
219,2026-10-01,0,minimum_balance_ratio,1.8974408536159,-0.31365266686829274,decreases_stress_risk,0.31365266686829274
219,2026-10-01,0,rolling_average_balance,268126.17945208226,-0.25685821418184784,decreases_stress_risk,0.25685821418184784
219,2026-10-01,0,average_balance_ratio,2.2228315016990865,-0.2113009877828881,decreases_stress_risk,0.2113009877828881
219,2026-10-01,0,expense_pressure,0.731295345264229,-0.20676368759013714,decreases_stress_risk,0.20676368759013714
219,2026-10-01,0,recurring_spending,73556.39,0.15449247698241378,increases_stress_risk,0.15449247698241378
219,2026-10-01,0,income_volatility,4407.733304878323,0.1468187293986557,increases_stress_risk,0.1468187293986557
219,2026-10-01,0,category_shift,0.130232363902351,0.12498227303498424,increases_stress_risk,0.12498227303498424
219,2026-10-01,0,income_growth,0.0151263226979987,-0.12189804262074176,decreases_stress_risk,0.12189804262074176
219,2026-10-01,0,rolling_spending_min,24963.090000000004,0.08155798550695181,increases_stress_risk,0.08155798550695181
219,2026-10-01,0,rolling_transaction_count,161.66666666666666,0.07767626760964048,increases_stress_risk,0.07767626760964048
419,2026-11-01,0,transaction_count_change,-34.0,0.504366349633201,increases_stress_risk,0.504366349633201
419,2026-11-01,0,minimum_balance_ratio,3.3124514512507486,-0.3298042366327718,decreases_stress_risk,0.3298042366327718
419,2026-11-01,0,expense_pressure,0.6615891590725912,-0.2007007675175555,decreases_stress_risk,0.2007007675175555
419,2026-11-01,0,average_balance_ratio,3.899971035974631,-0.19824047890491783,decreases_stress_risk,0.19824047890491783
419,2026-11-01,0,rolling_average_balance,108165.39017712844,-0.19370958633953705,decreases_stress_risk,0.19370958633953705
419,2026-11-01,0,recurring_spending,11144.37,-0.13161074946503504,decreases_stress_risk,0.13161074946503504
419,2026-11-01,0,income_volatility,4127.599750993311,0.07955218288028845,increases_stress_risk,0.07955218288028845
419,2026-11-01,0,balance_growth,0.0971489539277656,-0.07729084878403228,decreases_stress_risk,0.07729084878403228
419,2026-11-01,0,rolling_net_cash_flow,7530.553333333332,-0.06621515025617555,decreases_stress_risk,0.06621515025617555
419,2026-11-01,0,rolling_savings_rate,0.2924367358081537,-0.06387338603788521,decreases_stress_risk,0.06387338603788521
602,2026-11-01,0,minimum_balance_ratio,5.568060378056357,-0.3425886796670966,decreases_stress_risk,0.3425886796670966
602,2026-11-01,0,rolling_average_balance,229695.94898798945,-0.2729280773748178,decreases_stress_risk,0.2729280773748178
602,2026-11-01,0,average_balance_ratio,6.325260336082418,-0.2598277180502191,decreases_stress_risk,0.2598277180502191
602,2026-11-01,0,expense_pressure,0.7201068153624615,-0.21337105760816485,decreases_stress_risk,0.21337105760816485
602,2026-11-01,0,income_growth,-0.2888162805685984,0.1252528908615932,increases_stress_risk,0.1252528908615932
602,2026-11-01,0,rolling_net_cash_flow,14665.52,-0.10470419971039518,decreases_stress_risk,0.10470419971039518
602,2026-11-01,0,balance_growth,0.0474513970294983,0.09122547702980227,increases_stress_risk,0.09122547702980227
602,2026-11-01,0,income_volatility,8005.274972123068,0.09009175709361443,increases_stress_risk,0.09009175709361443
602,2026-11-01,0,spending_baseline_ratio,0.6798223594154448,0.08433067121077328,increases_stress_risk,0.08433067121077328
602,2026-11-01,0,rolling_transaction_count,123.66666666666669,-0.06012558848597109,decreases_stress_risk,0.06012558848597109
644,2026-10-01,0,rolling_average_balance,35419.34212726223,0.4525340877886629,increases_stress_risk,0.4525340877886629
644,2026-10-01,0,minimum_balance_ratio,0.946680845830317,-0.3103977293800563,decreases_stress_risk,0.3103977293800563
644,2026-10-01,0,average_balance_ratio,1.457531258354132,-0.21107080335263162,decreases_stress_risk,0.21107080335263162
644,2026-10-01,0,income_growth,0.3278197422416535,-0.19494236613303656,decreases_stress_risk,0.19494236613303656
644,2026-10-01,0,recurring_spending,11298.92,-0.16633755846472922,decreases_stress_risk,0.16633755846472922
644,2026-10-01,0,balance_growth,0.1418947161981025,-0.13033725476736435,decreases_stress_risk,0.13033725476736435
644,2026-10-01,0,spending_baseline_deviation,5102.988888888892,-0.1200455106724985,decreases_stress_risk,0.1200455106724985
644,2026-10-01,0,income_volatility,4007.990970161982,0.1096594234422082,increases_stress_risk,0.1096594234422082
644,2026-10-01,0,rolling_transaction_count,125.33333333333331,-0.10689604958985001,decreases_stress_risk,0.10689604958985001
644,2026-10-01,0,savings_rate,0.1886238723993104,0.10378716865670867,increases_stress_risk,0.10378716865670867
17,2026-10-01,0,minimum_balance_ratio,5.340982186468128,-0.3285195156926056,decreases_stress_risk,0.3285195156926056
17,2026-10-01,0,rolling_average_balance,509295.7933936064,-0.2764111002953723,decreases_stress_risk,0.2764111002953723
17,2026-10-01,0,expense_pressure,0.6653990123748629,-0.2258479702961631,decreases_stress_risk,0.2258479702961631
17,2026-10-01,0,income_volatility,4934.560035139911,0.22502302206703462,increases_stress_risk,0.22502302206703462
17,2026-10-01,0,average_balance_ratio,5.846718262553551,-0.22448588263243438,decreases_stress_risk,0.22448588263243438
17,2026-10-01,0,rolling_transaction_count,97.33333333333331,-0.17207081058295443,decreases_stress_risk,0.17207081058295443
17,2026-10-01,0,recurring_spending,43368.73,0.14614393693074818,increases_stress_risk,0.14614393693074818
17,2026-10-01,0,income_growth,-0.050604069319884,0.10175183360319352,increases_stress_risk,0.10175183360319352
17,2026-10-01,0,balance_growth,0.0626342003835249,0.08697087308653863,increases_stress_risk,0.08697087308653863
17,2026-10-01,0,rolling_net_cash_flow,34553.77,-0.08332179376273416,decreases_stress_risk,0.08332179376273416
401,2026-10-01,0,minimum_balance_ratio,2.9817498071637187,-0.3813024501729524,decreases_stress_risk,0.3813024501729524
401,2026-10-01,0,rolling_average_balance,167939.20168397427,-0.32312703785835767,decreases_stress_risk,0.32312703785835767
401,2026-10-01,0,average_balance_ratio,3.4552191009580597,-0.24855125721660443,decreases_stress_risk,0.24855125721660443
401,2026-10-01,0,balance_growth,0.0429045895438271,0.14511147717246786,increases_stress_risk,0.14511147717246786
401,2026-10-01,0,expense_pressure,0.861985143049098,0.10148326730821282,increases_stress_risk,0.10148326730821282
401,2026-10-01,0,recurring_spending,28547.82,0.09438452975300607,increases_stress_risk,0.09438452975300607
401,2026-10-01,0,rolling_net_cash_flow,5937.219999999997,-0.08048086919938215,decreases_stress_risk,0.08048086919938215
401,2026-10-01,0,spending_baseline_deviation,-2426.3811111111136,0.07738652578555047,increases_stress_risk,0.07738652578555047
401,2026-10-01,0,savings_rate,0.1380148569509019,-0.0746321390196681,decreases_stress_risk,0.0746321390196681
401,2026-10-01,0,historical_spending_std,1396.9272038696622,0.07241559373796917,increases_stress_risk,0.07241559373796917
487,2026-10-01,0,minimum_balance_ratio,0.4375777010964998,1.4226488646259532,increases_stress_risk,1.4226488646259532
487,2026-10-01,0,rolling_average_balance,30108.84517732805,0.8903159809019416,increases_stress_risk,0.8903159809019416
487,2026-10-01,0,average_balance_ratio,0.882189000965019,0.6630128838308156,increases_stress_risk,0.6630128838308156
487,2026-10-01,0,recurring_spending,28719.46,0.39008889901917426,increases_stress_risk,0.39008889901917426
487,2026-10-01,0,income_growth,0.0033674166490569,0.38292238764930514,increases_stress_risk,0.38292238764930514
487,2026-10-01,0,income_volatility,1711.127909684135,-0.33712810827302747,decreases_stress_risk,0.33712810827302747
487,2026-10-01,0,expense_pressure,0.93894611225467,0.28826738777337596,increases_stress_risk,0.28826738777337596
487,2026-10-01,0,balance_growth,0.0497170666338306,0.24569202235841658,increases_stress_risk,0.24569202235841658
487,2026-10-01,0,state_changed,0.0,0.1965307197731454,increases_stress_risk,0.1965307197731454
487,2026-10-01,0,transaction_count_change,-24.0,-0.18498880130646284,decreases_stress_risk,0.18498880130646284
620,2026-10-01,0,minimum_balance_ratio,0.7195599375054934,1.1960635623993585,increases_stress_risk,1.1960635623993585
620,2026-10-01,0,average_balance_ratio,1.0068444211283916,0.5001075599878095,increases_stress_risk,0.5001075599878095
620,2026-10-01,0,rolling_average_balance,21033.571662557173,0.49960485318675635,increases_stress_risk,0.49960485318675635
620,2026-10-01,0,recurring_spending,13601.66,-0.33626120020402595,decreases_stress_risk,0.33626120020402595
620,2026-10-01,0,state_duration,2.0,-0.22443557249032892,decreases_stress_risk,0.22443557249032892
620,2026-10-01,0,expense_pressure,0.9257016730374948,0.19176459147362038,increases_stress_risk,0.19176459147362038
620,2026-10-01,0,balance_growth,0.0457711002971161,0.19023236300679855,increases_stress_risk,0.19023236300679855
620,2026-10-01,0,income_volatility,812.3048627414116,-0.16353594928164966,decreases_stress_risk,0.16353594928164966
620,2026-10-01,0,state_changed,0.0,0.13561064592038746,increases_stress_risk,0.13561064592038746
620,2026-10-01,0,total_debits,20642.74,-0.10167932661250234,decreases_stress_risk,0.10167932661250234
625,2026-11-01,0,rolling_average_balance,265929.339285389,-0.3955753208539681,decreases_stress_risk,0.3955753208539681
625,2026-11-01,0,minimum_balance_ratio,1.809636054553096,-0.36567685479240025,decreases_stress_risk,0.36567685479240025
625,2026-11-01,0,average_balance_ratio,2.085747901073965,-0.23872000493924134,decreases_stress_risk,0.23872000493924134
625,2026-11-01,0,expense_pressure,0.8716656601597332,0.17824818657827562,increases_stress_risk,0.17824818657827562
625,2026-11-01,0,rolling_transaction_count,112.33333333333331,-0.17787405654846225,decreases_stress_risk,0.17787405654846225
625,2026-11-01,0,recurring_spending,75271.91,0.17758115878677927,increases_stress_risk,0.17758115878677927
625,2026-11-01,0,income_volatility,7238.410898203609,0.1428582705318695,increases_stress_risk,0.1428582705318695
625,2026-11-01,0,spending_baseline_deviation,7879.874000000011,-0.11913240373367444,decreases_stress_risk,0.11913240373367444
625,2026-11-01,0,income_growth,-0.0463856738451831,0.09338769919515472,increases_stress_risk,0.09338769919515472
625,2026-11-01,0,state_changed,0.0,0.07875222356524318,increases_stress_risk,0.07875222356524318
760,2026-10-01,0,minimum_balance_ratio,2.501309,-0.33832729107234627,decreases_stress_risk,0.33832729107234627
760,2026-10-01,0,average_balance_ratio,3.165982561349694,-0.22994071785826237,decreases_stress_risk,0.22994071785826237
760,2026-10-01,0,rolling_average_balance,58297.53744285749,-0.22137174826988484,decreases_stress_risk,0.22137174826988484
760,2026-10-01,0,expense_pressure,0.7456579999999999,-0.1940642917342484,decreases_stress_risk,0.1940642917342484
760,2026-10-01,0,income_growth,-0.1602030293156325,0.15092170751318917,increases_stress_risk,0.15092170751318917
760,2026-10-01,0,income_volatility,2202.752935033797,-0.1076797991321655,decreases_stress_risk,0.1076797991321655
760,2026-10-01,0,historical_spending_std,668.0166132664665,-0.07749275938956998,decreases_stress_risk,0.07749275938956998
760,2026-10-01,0,recurring_spending,9706.04,-0.06953224543307442,decreases_stress_risk,0.06953224543307442
760,2026-10-01,0,historical_spending_mean,6608.163333333334,-0.06510829858714715,decreases_stress_risk,0.06510829858714715
760,2026-10-01,0,rolling_net_cash_flow,5236.400000000001,0.05554062685579993,increases_stress_risk,0.05554062685579993
798,2026-10-01,0,minimum_balance_ratio,4.036011820268291,-0.3143619601387763,decreases_stress_risk,0.3143619601387763
798,2026-10-01,0,rolling_average_balance,402299.29703277285,-0.2588800931838341,decreases_stress_risk,0.2588800931838341
798,2026-10-01,0,expense_pressure,0.708892478912912,-0.20906890041776932,decreases_stress_risk,0.20906890041776932
798,2026-10-01,0,historical_spending_mean,47772.357777777775,0.20056813671806595,increases_stress_risk,0.20056813671806595
798,2026-10-01,0,average_balance_ratio,4.330583215618977,-0.19573436407605185,decreases_stress_risk,0.19573436407605185
798,2026-10-01,0,income_growth,-0.0079486270915902,0.13310287625572528,increases_stress_risk,0.13310287625572528
798,2026-10-01,0,rolling_transaction_count,101.0,-0.10476766148698516,decreases_stress_risk,0.10476766148698516
798,2026-10-01,0,recurring_spending,22372.62,0.0898707439674763,increases_stress_risk,0.0898707439674763
798,2026-10-01,0,rolling_spending_min,44071.15,0.07021681075217202,increases_stress_risk,0.07021681075217202
798,2026-10-01,0,state_changed,0.0,0.0564258470851928,increases_stress_risk,0.0564258470851928
294,2026-10-01,0,minimum_balance_ratio,2.574249954107301,-0.34172022675571495,decreases_stress_risk,0.34172022675571495
294,2026-10-01,0,rolling_average_balance,152445.21876737542,-0.3124296946899267,decreases_stress_risk,0.3124296946899267
294,2026-10-01,0,average_balance_ratio,3.184394510574041,-0.25384167832758975,decreases_stress_risk,0.25384167832758975
294,2026-10-01,0,expense_pressure,1.168281424710886,0.17348203190602363,increases_stress_risk,0.17348203190602363
294,2026-10-01,0,recurring_spending,28120.74,0.15800998423597776,increases_stress_risk,0.15800998423597776
294,2026-10-01,0,spending_baseline_deviation,16797.799999999996,-0.1232417137734592,decreases_stress_risk,0.1232417137734592
294,2026-10-01,0,state_changed,1.0,-0.11339847704279236,decreases_stress_risk,0.11339847704279236
294,2026-10-01,0,balance_growth,-0.0457368921100405,0.09908359770808602,increases_stress_risk,0.09908359770808602
294,2026-10-01,0,rolling_net_cash_flow,2805.766666666668,0.09178221368580125,increases_stress_risk,0.09178221368580125
294,2026-10-01,0,median_transaction,73.76,0.07388380869990215,increases_stress_risk,0.07388380869990215
178,2026-10-01,0,rolling_average_balance,21790.60299228971,0.5649907534109662,increases_stress_risk,0.5649907534109662
178,2026-10-01,0,minimum_balance_ratio,0.932288,-0.423645756454207,decreases_stress_risk,0.423645756454207
178,2026-10-01,0,income_growth,0.0,0.1889683064862038,increases_stress_risk,0.1889683064862038
