user_id,month,intervention_category,cate,predicted_outcome_control,predicted_outcome_treatment,recommended_action
133,2026-09-01,OBLIGATION_MANAGEMENT,-0.004653049665420045,0.22658405093171902,0.22193100126629897,OBLIGATION_MANAGEMENT
180,2026-09-01,OBLIGATION_MANAGEMENT,0.06921679859540616,0.1662706536248535,0.23548745222025966,NO_SIMULATED_BENEFIT
184,2026-09-01,OBLIGATION_MANAGEMENT,-0.25380592788891077,0.4858766964728641,0.23207076858395334,OBLIGATION_MANAGEMENT
191,2026-09-01,OBLIGATION_MANAGEMENT,-0.2081587235780962,0.3496813001035634,0.1415225765254672,OBLIGATION_MANAGEMENT
194,2026-09-01,OBLIGATION_MANAGEMENT,0.026690508512466377,0.19782504913001295,0.22451555764247932,NO_SIMULATED_BENEFIT
204,2026-09-01,OBLIGATION_MANAGEMENT,-0.22966310800071782,0.42401843295325636,0.19435532495253854,OBLIGATION_MANAGEMENT
213,2026-09-01,OBLIGATION_MANAGEMENT,-0.29629926669764167,0.38241927740402004,0.08612001070637837,OBLIGATION_MANAGEMENT
220,2026-09-01,OBLIGATION_MANAGEMENT,-0.4054578261944686,0.5604549913992055,0.15499716520473691,OBLIGATION_MANAGEMENT
225,2026-09-01,OBLIGATION_MANAGEMENT,0.11786910501006928,0.18750100746359336,0.30537011247366264,NO_SIMULATED_BENEFIT
262,2026-09-01,OBLIGATION_MANAGEMENT,-0.3708733717139864,0.5068666918720394,0.13599332015805296,OBLIGATION_MANAGEMENT
267,2026-09-01,OBLIGATION_MANAGEMENT,-0.07971678763671672,0.25921858332585934,0.17950179568914262,OBLIGATION_MANAGEMENT
280,2026-09-01,OBLIGATION_MANAGEMENT,-0.24287976970943423,0.3986583729513636,0.15577860324192935,OBLIGATION_MANAGEMENT
295,2026-09-01,OBLIGATION_MANAGEMENT,0.14264356694292066,0.19722227236713383,0.3398658393100545,NO_SIMULATED_BENEFIT
313,2026-09-01,OBLIGATION_MANAGEMENT,-0.07157878636982534,0.3341406147323066,0.26256182836248126,OBLIGATION_MANAGEMENT
332,2026-09-01,OBLIGATION_MANAGEMENT,-0.1261448074512151,0.28383188931275855,0.15768708186154345,OBLIGATION_MANAGEMENT
338,2026-09-01,OBLIGATION_MANAGEMENT,-0.3711681858471469,0.5408755793014712,0.16970739345432434,OBLIGATION_MANAGEMENT
395,2026-09-01,OBLIGATION_MANAGEMENT,-0.06127472928862435,0.24231816497467354,0.1810434356860492,OBLIGATION_MANAGEMENT
401,2026-09-01,OBLIGATION_MANAGEMENT,-0.18440988231165167,0.3067950295810128,0.1223851472693611,OBLIGATION_MANAGEMENT
403,2026-09-01,OBLIGATION_MANAGEMENT,-0.2984895369408766,0.43287823094966416,0.13438869400878756,OBLIGATION_MANAGEMENT
407,2026-09-01,OBLIGATION_MANAGEMENT,-0.26835717968547795,0.368326425531016,0.09996924584553808,OBLIGATION_MANAGEMENT
408,2026-09-01,OBLIGATION_MANAGEMENT,-0.05246079658303063,0.19594767905588692,0.1434868824728563,OBLIGATION_MANAGEMENT
433,2026-09-01,OBLIGATION_MANAGEMENT,-0.17220330277986484,0.44324715479166005,0.2710438520117952,OBLIGATION_MANAGEMENT
440,2026-09-01,OBLIGATION_MANAGEMENT,-0.16736181098805314,0.2902086935665954,0.12284688257854227,OBLIGATION_MANAGEMENT
454,2026-09-01,OBLIGATION_MANAGEMENT,-0.0710359336141545,0.3416154908291236,0.2705795572149691,OBLIGATION_MANAGEMENT
476,2026-09-01,OBLIGATION_MANAGEMENT,-0.09708356659095024,0.315118433522526,0.21803486693157575,OBLIGATION_MANAGEMENT
480,2026-09-01,OBLIGATION_MANAGEMENT,-0.11424508381718679,0.33215676952345796,0.21791168570627117,OBLIGATION_MANAGEMENT
495,2026-09-01,OBLIGATION_MANAGEMENT,-0.1859290184067244,0.3035755730591782,0.1176465546524538,OBLIGATION_MANAGEMENT
496,2026-09-01,OBLIGATION_MANAGEMENT,-0.29448595304876135,0.46301349582064727,0.1685275427718859,OBLIGATION_MANAGEMENT
497,2026-09-01,OBLIGATION_MANAGEMENT,-0.08187675137625716,0.34091017809297225,0.2590334267167151,OBLIGATION_MANAGEMENT
500,2026-09-01,OBLIGATION_MANAGEMENT,-0.45080383333008855,0.6072750199382586,0.15647118660817008,OBLIGATION_MANAGEMENT
511,2026-09-01,OBLIGATION_MANAGEMENT,0.0029580004131856685,0.27829736107371444,0.2812553614869001,NO_SIMULATED_BENEFIT
513,2026-09-01,OBLIGATION_MANAGEMENT,-0.19939079533148402,0.3014536100462708,0.10206281471478677,OBLIGATION_MANAGEMENT
551,2026-09-01,OBLIGATION_MANAGEMENT,-0.16922168501234025,0.2998187122228517,0.13059702721051147,OBLIGATION_MANAGEMENT
561,2026-09-01,OBLIGATION_MANAGEMENT,-0.00891743842585524,0.27048691890424675,0.2615694804783915,OBLIGATION_MANAGEMENT
578,2026-09-01,OBLIGATION_MANAGEMENT,-0.040269203859536,0.2867496494957463,0.24648044563621027,OBLIGATION_MANAGEMENT
580,2026-09-01,OBLIGATION_MANAGEMENT,-0.07753290431867663,0.3169563664933706,0.23942346217469399,OBLIGATION_MANAGEMENT
601,2026-09-01,OBLIGATION_MANAGEMENT,-0.050415270845127064,0.21854103770762498,0.16812576686249792,OBLIGATION_MANAGEMENT
611,2026-09-01,OBLIGATION_MANAGEMENT,-0.3286353688771209,0.47369693114289646,0.14506156226577555,OBLIGATION_MANAGEMENT
677,2026-09-01,OBLIGATION_MANAGEMENT,-0.23402125360393677,0.3535329479877102,0.11951169438377339,OBLIGATION_MANAGEMENT
697,2026-09-01,OBLIGATION_MANAGEMENT,-0.13522593845197534,0.2500400567850464,0.11481411833307109,OBLIGATION_MANAGEMENT
711,2026-09-01,OBLIGATION_MANAGEMENT,-0.24046516250036273,0.4423939138017079,0.20192875130134516,OBLIGATION_MANAGEMENT
717,2026-09-01,OBLIGATION_MANAGEMENT,-0.15631683038685046,0.3759138990126007,0.21959706862575024,OBLIGATION_MANAGEMENT
728,2026-09-01,OBLIGATION_MANAGEMENT,-0.045563328608395404,0.24537165374148173,0.19980832513308633,OBLIGATION_MANAGEMENT
739,2026-09-01,OBLIGATION_MANAGEMENT,-0.21663243186720132,0.4332517573457441,0.2166193254785428,OBLIGATION_MANAGEMENT
741,2026-09-01,OBLIGATION_MANAGEMENT,-0.01703984943816375,0.19240390206915,0.17536405263098626,OBLIGATION_MANAGEMENT
746,2026-09-01,OBLIGATION_MANAGEMENT,0.004633813860792202,0.24586016993505933,0.2504939837958515,NO_SIMULATED_BENEFIT
764,2026-09-01,OBLIGATION_MANAGEMENT,-0.24313012736753503,0.44745945590070996,0.20432932853317493,OBLIGATION_MANAGEMENT
778,2026-09-01,OBLIGATION_MANAGEMENT,-0.365552674680081,0.43440409731382296,0.06885142263374193,OBLIGATION_MANAGEMENT
788,2026-09-01,OBLIGATION_MANAGEMENT,-0.11681244358036011,0.36385200244172894,0.24703955886136883,OBLIGATION_MANAGEMENT
796,2026-09-01,OBLIGATION_MANAGEMENT,-0.2618379661095104,0.43918942147824935,0.177351455368739,OBLIGATION_MANAGEMENT
806,2026-09-01,OBLIGATION_MANAGEMENT,-0.4256900231052508,0.5785175481539496,0.15282752504869884,OBLIGATION_MANAGEMENT
847,2026-09-01,OBLIGATION_MANAGEMENT,0.10253483908094199,0.19837851970733597,0.30091335878827796,NO_SIMULATED_BENEFIT
854,2026-09-01,OBLIGATION_MANAGEMENT,-0.15546490091124668,0.3745003889633252,0.21903548805207854,OBLIGATION_MANAGEMENT
856,2026-09-01,OBLIGATION_MANAGEMENT,-0.15375648776934658,0.37144986328887303,0.21769337551952644,OBLIGATION_MANAGEMENT
869,2026-09-01,OBLIGATION_MANAGEMENT,-0.30417613773569874,0.4203168484208198,0.11614071068512108,OBLIGATION_MANAGEMENT
873,2026-09-01,OBLIGATION_MANAGEMENT,-0.24755735055739134,0.4462940413069035,0.19873669074951214,OBLIGATION_MANAGEMENT
879,2026-09-01,OBLIGATION_MANAGEMENT,-0.016483514621437073,0.20457183690697978,0.1880883222855427,OBLIGATION_MANAGEMENT
887,2026-09-01,OBLIGATION_MANAGEMENT,-0.1763645376032815,0.4027077419148362,0.22634320431155472,OBLIGATION_MANAGEMENT
901,2026-09-01,OBLIGATION_MANAGEMENT,-0.29858890153372275,0.44157652301682476,0.142987621483102,OBLIGATION_MANAGEMENT
905,2026-09-01,OBLIGATION_MANAGEMENT,-0.07077211198337902,0.26065632917769516,0.18988421719431614,OBLIGATION_MANAGEMENT
939,2026-09-01,OBLIGATION_MANAGEMENT,-0.15242701337837997,0.3309675000108205,0.17854048663244051,OBLIGATION_MANAGEMENT
946,2026-09-01,OBLIGATION_MANAGEMENT,-0.2903690050327723,0.4729296599304141,0.18256065489764176,OBLIGATION_MANAGEMENT
955,2026-09-01,OBLIGATION_MANAGEMENT,-0.11175334848529453,0.2520809588158662,0.14032761033057164,OBLIGATION_MANAGEMENT
956,2026-09-01,OBLIGATION_MANAGEMENT,-0.2911911270986487,0.47864896283602065,0.18745783573737196,OBLIGATION_MANAGEMENT
971,2026-09-01,OBLIGATION_MANAGEMENT,-0.0618992933382658,0.23366108162002983,0.17176178828176403,OBLIGATION_MANAGEMENT
975,2026-09-01,OBLIGATION_MANAGEMENT,-0.0759897427194039,0.2988413798801473,0.2228516371607434,OBLIGATION_MANAGEMENT
986,2026-09-01,OBLIGATION_MANAGEMENT,-0.2595745679514796,0.3947934999922281,0.13521893204074856,OBLIGATION_MANAGEMENT
989,2026-09-01,OBLIGATION_MANAGEMENT,0.04141482425109422,0.14904041902320284,0.19045524327429705,NO_SIMULATED_BENEFIT
7,2026-09-01,SPENDING_CONTROL,-0.03811345544986067,0.41014979210632263,0.37203633665646196,SPENDING_CONTROL
12,2026-09-01,SPENDING_CONTROL,0.07194139519275852,0.1618570753581981,0.23379847055095662,NO_SIMULATED_BENEFIT
14,2026-09-01,SPENDING_CONTROL,0.014206984204169562,0.07497075158505542,0.08917773578922499,NO_SIMULATED_BENEFIT
25,2026-09-01,SPENDING_CONTROL,0.11397500408809405,0.1033698764886791,0.21734488057677315,NO_SIMULATED_BENEFIT
27,2026-09-01,SPENDING_CONTROL,0.0766952635049088,0.2831002046285554,0.3597954681334642,NO_SIMULATED_BENEFIT
28,2026-09-01,SPENDING_CONTROL,0.04189338853130414,0.167533021157912,0.20942640968921614,NO_SIMULATED_BENEFIT
39,2026-09-01,SPENDING_CONTROL,-0.021997330367240137,0.08932368056416051,0.06732635019692038,SPENDING_CONTROL
43,2026-09-01,SPENDING_CONTROL,0.16135521890885518,0.0843107037004383,0.24566592260929349,NO_SIMULATED_BENEFIT
45,2026-09-01,SPENDING_CONTROL,0.2155230163563569,0.20156380932212697,0.4170868256784839,NO_SIMULATED_BENEFIT
46,2026-09-01,SPENDING_CONTROL,-0.00021399173383086778,0.0629136975497338,0.06269970581590294,SPENDING_CONTROL
49,2026-09-01,SPENDING_CONTROL,-0.21459074731018873,0.2359487780415714,0.021358030731382663,SPENDING_CONTROL
52,2026-09-01,SPENDING_CONTROL,-0.0004955438863267769,0.3392249884217115,0.3387294445353847,SPENDING_CONTROL
63,2026-09-01,SPENDING_CONTROL,-0.0397197563379494,0.10776953477223697,0.06804977843428757,SPENDING_CONTROL
71,2026-09-01,SPENDING_CONTROL,-0.24225296820295547,0.3003227025753024,0.05806973437234694,SPENDING_CONTROL
72,2026-09-01,SPENDING_CONTROL,-0.21382338652609909,0.30112418378799544,0.08730079726189635,SPENDING_CONTROL
74,2026-09-01,SPENDING_CONTROL,0.021710965853370096,0.13190705084298174,0.15361801669635183,NO_SIMULATED_BENEFIT
108,2026-09-01,SPENDING_CONTROL,-0.18022822255945725,0.2588085302851164,0.07858030772565916,SPENDING_CONTROL
114,2026-09-01,SPENDING_CONTROL,-0.005021381750801225,0.061327771010374704,0.05630638925957348,SPENDING_CONTROL
119,2026-09-01,SPENDING_CONTROL,-0.2341577448966384,0.3307599672854,0.09660222238876162,SPENDING_CONTROL
134,2026-09-01,SPENDING_CONTROL,-0.26385884463458353,0.3604290188035463,0.09657017416896271,SPENDING_CONTROL
148,2026-09-01,SPENDING_CONTROL,-0.13375076690700136,0.37520210682514626,0.2414513399181449,SPENDING_CONTROL
151,2026-09-01,SPENDING_CONTROL,-0.037268676261649716,0.10770628854799576,0.07043761228634604,SPENDING_CONTROL
153,2026-09-01,SPENDING_CONTROL,0.04025269452157321,0.29273443341601957,0.3329871279375928,NO_SIMULATED_BENEFIT
160,2026-09-01,SPENDING_CONTROL,-0.14085715634399482,0.16836942782373587,0.027512271479741054,SPENDING_CONTROL
164,2026-09-01,SPENDING_CONTROL,0.11477297102091585,0.1433778153416478,0.25815078636256367,NO_SIMULATED_BENEFIT
165,2026-09-01,SPENDING_CONTROL,-0.09531808961702132,0.48030839525897195,0.38499030564195064,SPENDING_CONTROL
172,2026-09-01,SPENDING_CONTROL,-0.04178895935404035,0.11503354122819341,0.07324458187415306,SPENDING_CONTROL
174,2026-09-01,SPENDING_CONTROL,0.022090631802889005,0.13152558971152062,0.15361622151440962,NO_SIMULATED_BENEFIT
179,2026-09-01,SPENDING_CONTROL,0.11116554512795818,0.1987925050544771,0.3099580501824353,NO_SIMULATED_BENEFIT
192,2026-09-01,SPENDING_CONTROL,0.1823439509269053,0.0637961126676848,0.24614006359459012,NO_SIMULATED_BENEFIT
199,2026-09-01,SPENDING_CONTROL,-0.1658244054609549,0.28243495910668487,0.11661055364572998,SPENDING_CONTROL
202,2026-09-01,SPENDING_CONTROL,-0.09789721793311604,0.22975610869570082,0.13185889076258478,SPENDING_CONTROL
206,2026-09-01,SPENDING_CONTROL,-0.021507420560767848,0.1522682964252611,0.13076087586449325,SPENDING_CONTROL
209,2026-09-01,SPENDING_CONTROL,0.024680479577433467,0.3023662602964311,0.32704673987386457,NO_SIMULATED_BENEFIT
212,2026-09-01,SPENDING_CONTROL,-0.3102727054932918,0.3910682540010504,0.08079554850775858,SPENDING_CONTROL
222,2026-09-01,SPENDING_CONTROL,-0.004899174045365329,0.29295352280516684,0.2880543487598015,SPENDING_CONTROL
232,2026-09-01,SPENDING_CONTROL,0.060746767444096184,0.30587911063768386,0.36662587808178004,NO_SIMULATED_BENEFIT
240,2026-09-01,SPENDING_CONTROL,-0.10102106114373735,0.30485477346272244,0.2038337123189851,SPENDING_CONTROL
241,2026-09-01,SPENDING_CONTROL,-0.02301538788202341,0.12276924559141056,0.09975385770938715,SPENDING_CONTROL
242,2026-09-01,SPENDING_CONTROL,-0.19574956212900282,0.24587942532275997,0.050129863193757146,SPENDING_CONTROL
245,2026-09-01,SPENDING_CONTROL,-0.205893524326201,0.22311143047628262,0.017217906150081612,SPENDING_CONTROL
250,2026-09-01,SPENDING_CONTROL,-0.16845424628213013,0.320531229073957,0.15207698279182685,SPENDING_CONTROL
252,2026-09-01,SPENDING_CONTROL,-0.15116536126043362,0.21558416042528084,0.0644187991648472,SPENDING_CONTROL
255,2026-09-01,SPENDING_CONTROL,0.1576062859322443,0.16470880516284542,0.3223150910950897,NO_SIMULATED_BENEFIT
261,2026-09-01,SPENDING_CONTROL,-0.03893956640101626,0.1556758594024362,0.11673629300141994,SPENDING_CONTROL
