user_id,month,salary_income,bonus_income,total_income,total_debits,variable_spending,essential_spending,discretionary_spending,recurring_spending,transaction_count,debit_transaction_count,credit_transaction_count,transactions_per_day,debit_transactions_per_day,average_transaction,median_transaction,transaction_amount_std,starting_balance,ending_balance,minimum_balance,maximum_balance,average_balance,net_cash_flow,savings_rate,income_to_expense_ratio,essential_spending_ratio,discretionary_spending_ratio,minimum_balance_ratio,average_balance_ratio,balance_change,financial_state,previous_financial_state,state_changed,state_transition,state_duration,recent_state_change,historical_spending_mean,historical_spending_std,spending_baseline_deviation,spending_baseline_ratio,transaction_count_change,savings_rate_change,rolling_spending_mean,rolling_spending_std,rolling_spending_min,rolling_spending_max,rolling_income_mean,income_volatility,rolling_average_balance,rolling_minimum_balance,rolling_savings_rate,rolling_transaction_count,rolling_net_cash_flow,spending_growth,discretionary_spending_growth,income_growth,balance_growth,spending_acceleration,cash_buffer,cash_buffer_ratio,expense_pressure,discretionary_pressure,negative_cash_flow,category_shift,has_full_history,prediction_date,prediction_balance,horizon_end,minimum_future_balance,ending_future_balance,future_net_cash_flow,future_income,future_expenses,negative_cashflow_days,required_obligations,obligation_coverage,future_transaction_count,future_discretionary_spending,future_essential_spending,critical_liquidity,obligation_failure,severe_liquidity_drawdown,liquidity_ratio,financial_stress_30d,risk_probability,pressure_state,eligible,intervention_category,treatment,randomization_stratum,control,synthetic_financial_stress_30d,synthetic_cash_buffer_change,synthetic_savings_rate_change,synthetic_discretionary_spending_change
10,2026-09-01,30995.26,0.0,30995.26,25865.550000000003,5620.75,5106.19,514.56,20244.8,167,166,1,5.566666666666666,5.533333333333333,340.4838922155689,27.11,2586.428738936646,57601.61,62731.32,62731.32,88596.87,68151.88916167666,5129.709999999996,0.1654998215856229,1.1983220925130142,0.9084534981986389,0.091546501801361,2.023900428646187,2.198784238676387,5129.709999999999,RECOVERY,LIQUIDITY_STRESS,True,LIQUIDITY_STRESS->RECOVERY,2,1,5901.945,2296.593323325412,-281.1949999999997,0.9523555370305892,-12.0,0.271001017371941,6774.306666666667,3131.615247349735,4383.09,10319.080000000002,28542.336666666662,2149.9584673740424,66784.6522839184,57601.61,0.049112120791147,177.66666666666666,1523.229999999997,-0.4553051241002106,-0.9231740855870786,0.1211042902179904,0.0890549760675092,-1.809598556359188,62731.32,2.023900428646187,0.8345001784143771,0.0166012480618004,0,0.4095552521794746,True,2026-09-30,62731.32,2026-10-30,62540.68,66603.73,3872.41,28909.03,25036.62,29,20244.8,4.5266117719118,200,703.2100000000028,24333.41,False,False,False,0.9969610076752728,0,6.767321863611015e-05,STABLE,False,,0,INELIGIBLE,0,0,0.0,0.0,0.0
11,2026-09-01,60452.54,0.0,60452.54,35541.74,17522.64,11347.92,6174.719999999999,18019.1,151,150,1,5.033333333333333,5.0,635.7237086092715,99.59,5080.420157666703,273132.37,298043.17,239870.68,300323.22,254646.6921192053,24910.800000000003,0.4120720155017474,1.7008885890223722,0.647614742983934,0.352385257016066,3.967917311663,4.2123406579641705,24910.79999999999,STABLE,RECOVERY,True,RECOVERY->STABLE,3,1,22952.66,6076.161331014366,-5430.02,0.7634252413445761,-30.0,0.0839855285081442,20672.15,2758.811860402953,17522.64,22661.01,60152.98,599.5081034483146,234023.5423560384,196843.49,0.3566529555072303,172.66666666666666,21461.73,-0.226749381426512,-0.5001546150570781,-0.0015051945149674,0.0912041293384595,-0.2646835905064284,239870.68,3.967917311663,0.5879279844982527,0.1021416139007558,0,0.2625666138633399,True,2026-09-30,298043.17,2026-10-30,244766.5,304161.83,6118.660000000004,61051.99,54933.33,29,18019.1,19.928584668490657,169,25751.09,29182.24,False,False,False,0.821245123651047,0,5.1870125311044496e-05,STABLE,False,,0,INELIGIBLE,0,0,0.0,0.0,0.0
12,2026-09-01,56908.93,0.0,56908.93,51841.97,26014.67,17381.760000000002,8632.91,25827.300000000003,131,130,1,4.366666666666666,4.333333333333333,830.1595419847329,108.72,5271.040656969837,120998.38,126065.34,126065.34,177907.31,145215.43786259543,5066.959999999999,0.0890362900866349,1.0977385697341362,0.668152238717616,0.3318477612823841,2.2152119184106955,2.551716186942812,5066.959999999992,SPENDING_PRESSURE,SPENDING_PRESSURE,False,NO_CHANGE,4,0,21115.24375,6960.639884101248,4899.42625,1.2320326636058845,8.0,-0.171072250403942,19364.14,6036.420192539616,14231.61,26014.67,57822.176666666666,1088.599341371013,131328.80039504555,105645.0,0.217613623154277,122.33333333333331,12630.736666666666,0.4577197085756359,0.2919746481191867,-0.0358801304220691,0.0418762631367459,0.2037407139292115,126065.34,2.2152119184106955,0.9109637099133652,0.1516969305168802,0,0.4648885791625674,True,2026-09-30,126065.34,2026-10-30,125567.37,139385.18000000005,13319.840000000013,56912.91,43593.06999999999,28,25827.300000000003,7.084683648697308,130,8640.220000000008,34952.849999999984,False,False,False,0.9960499055489797,0,5.300360403319421e-05,STABLE,False,,0,INELIGIBLE,0,0,0.0,0.0,0.0
13,2026-09-01,20000.0,0.0,20000.0,15622.419999999998,7979.01,5344.289999999999,2634.72,7643.41,101,100,1,3.3666666666666667,3.333333333333333,352.69722772277225,69.54,2024.240079510392,40059.42,44437.0,24689.28,44689.28,31155.202277227723,4377.580000000002,0.218879,1.28021138850447,0.6697936210131331,0.3302063789868667,1.234464,1.557760113861386,4377.580000000002,STABLE,STABLE,False,NO_CHANGE,3,0,9676.53875,1195.49666719303,-1697.5287499999995,0.8245727326829545,3.0,-0.0024340743469006,8157.156666666667,283.0767594369501,7979.01,8483.57,20359.446666666667,355.3147136459918,27238.76346553484,15614.81,0.2239039110868343,97.33333333333331,4558.880000000001,-0.0594749616022499,-0.2778601558452951,-0.0343053372012623,0.1092771687657985,-0.118744098773568,24689.28,1.234464,0.781121,0.1317359999999999,0,0.2766364333156451,True,2026-09-30,44437.0,2026-10-30,27006.00999999998,48509.30999999998,4072.309999999994,21823.05,17750.740000000005,28,7643.41,8.668912174016572,115,4173.820000000005,13576.92,False,False,False,0.6077370209510089,0,5.454968520311026e-05,STABLE,False,,0,INELIGIBLE,0,0,0.0,0.0,0.0
14,2026-09-01,107642.78,38676.19,146318.97,114747.57,84605.67000000001,60729.27000000001,23876.4,30141.9,143,141,2,4.766666666666667,4.7,1825.64013986014,525.52,9716.983068032603,138385.38,169956.78,28774.14,175093.11,73332.72125874127,31571.399999999998,0.2157710650915598,1.275137852592434,0.717791963588256,0.2822080364117439,0.1966535166287734,0.5011839630824442,31571.399999999998,LIQUIDITY_STRESS,SPENDING_PRESSURE,True,SPENDING_PRESSURE->LIQUIDITY_STRESS,5,1,59643.19500000001,16301.210630189404,24962.47500000001,1.4185301441346327,-1.0,0.1324273844837484,60518.57666666668,21471.564466089407,43387.100000000006,84605.67000000001,106752.68333333336,34924.93002532766,79371.5834883432,28774.14,0.1353406934283889,150.0,16092.206666666663,0.9500190148684748,0.9037306947113276,0.8240994505223254,0.2281411519049194,1.1399984334816358,28774.14,0.1966535166287734,0.7842289349084401,0.1631804816559329,0,0.4149388494445963,True,2026-09-30,169956.78,2026-10-30,97481.97,189732.66,19775.879999999976,93600.9,73825.02000000002,27,30141.9,8.743897365461367,133,11694.78000000002,62130.24,False,False,False,0.5735691744689444,0,0.0008787078257430042,STABLE,False,,0,INELIGIBLE,0,0,0.0,0.0,0.0
15,2026-09-01,44126.46,0.0,44126.46,29016.42,13337.12,11489.459999999995,1847.66,15679.3,126,125,1,4.2,4.166666666666667,580.4990476190477,89.11,4062.0260649589,146272.71,161382.75,118527.53,162653.99,129824.1022222222,15110.04,0.3424258370147979,1.5207410149150034,0.8614648439843082,0.1385351560156915,2.686087440506218,2.9420919380848183,15110.040000000008,RECOVERY,SPENDING_PRESSURE,True,SPENDING_PRESSURE->RECOVERY,1,1,15505.28,6833.6113461394425,-2168.16,0.8601663433359475,-26.0,0.1796567382732737,14187.073333333334,2445.7361626376064,12279.71,16944.39,41942.170000000006,2669.684267305778,121676.19643427143,99066.6,0.2836453825288857,135.33333333333334,12075.796666666669,-0.2128887496097528,0.0231638637081008,0.1324297121247193,0.1033004721113051,-0.5927576553086659,118527.53,2.686087440506218,0.6575741629852021,0.0418719289967969,0,0.380189777272176,True,2026-09-30,161382.75,2026-10-30,135410.0299999999,172886.30999999988,11503.56,38412.1,26908.54,28,15679.3,12.74258736040512,131,1601.9300000000003,25306.61,False,False,False,0.8390613618865703,0,3.398849602670853e-05,STABLE,False,,0,INELIGIBLE,0,0,0.0,0.0,0.0
16,2026-09-01,22945.75,0.0,22945.75,14224.5,9851.800000000005,6224.210000000001,3627.59,4372.7,170,169,1,5.666666666666667,5.633333333333334,218.6485294117647,51.13,1763.9395776961617,70504.91,79226.16,56576.76,79522.51,64142.13064705883,8721.25,0.3800812786681629,1.6131146964743928,0.6317840394648693,0.3682159605351305,2.465674907117876,2.795381743767749,8721.25,RECOVERY,SPENDING_PRESSURE,True,SPENDING_PRESSURE->RECOVERY,4,1,11619.09875,1329.2886134152204,-1767.2987499999963,0.8478970884036943,6.0,0.1051348647790231,10710.413333333332,786.6236277492092,9851.800000000005,11396.359999999995,21651.08,1121.832563576223,58372.71301120104,44417.37,0.300974503857407,170.66666666666666,6567.966666666667,-0.094759939281894,0.0420935002556692,0.0905308233012844,0.1236970588289525,-0.0497209970231378,56576.76,2.465674907117876,0.619918721331837,0.1580942004510639,0,0.1986711931709681,True,2026-09-30,79226.16,2026-10-30,79226.16,88613.18000000001,9387.02,22945.75,13558.73,29,4372.7,23.365863196651954,154,2651.4199999999983,10907.31,False,False,False,1.0,0,3.24183012206286e-05,STABLE,False,,0,INELIGIBLE,0,0,0.0,0.0,0.0
17,2026-09-01,97492.95,0.0,97492.95,61773.01999999999,18404.29,9909.059999999998,8495.23,43368.73,91,90,1,3.033333333333333,3.0,1750.1754945054945,178.9,10463.90462214191,458745.87,494465.8,494465.8,556238.82,511368.2891208791,35719.93000000001,0.3663847488459423,1.578244838928063,0.5384103380244496,0.4615896619755502,5.071810833501294,5.2451822323653055,35719.92999999999,STABLE,RECOVERY,True,RECOVERY->STABLE,5,1,22564.28625,6037.699433840526,-4159.99625,0.8156380306512022,0.0,0.0054412695243118,19265.21,2506.6689855663026,17302.449999999997,22088.89,100547.62666666666,2668.950236072868,474665.6220838421,421774.96,0.3769612085189709,90.66666666666669,37913.68666666667,-0.1668078386917585,0.164834336110395,-0.0481855982898514,0.0778643086203696,-0.4434414946190984,494465.8,5.071810833501294,0.6336152511540577,0.0871368647681704,0,0.1401279915605551,True,2026-09-30,494465.8,2026-10-30,493794.29999999993,526122.1300000002,31656.329999999994,92559.41,60903.08000000001,29,43368.73,13.535679048014549,106,6465.939999999995,54437.140000000014,False,False,False,0.9986419687671017,0,4.990916785064168e-05,STABLE,False,,0,INELIGIBLE,0,0,0.0,0.0,0.0
18,2026-09-01,65997.31,0.0,65997.31,46026.65,15757.300000000005,12246.14,3511.16,30269.35,132,131,1,4.4,4.366666666666666,848.6663636363636,110.305,5935.451455987329,180087.15,200057.81,165197.72,231195.03,206746.94704545455,19970.66,0.302598090740365,1.4338934074063612,0.7771724851338743,0.2228275148661254,2.503097777773064,3.1326571802010506,19970.660000000003,RECOVERY,SPENDING_PRESSURE,True,SPENDING_PRESSURE->RECOVERY,2,1,19906.915,4068.144540475424,-4149.614999999998,0.7915490672462309,-14.0,0.1535925999487943,19223.22,7422.69774895893,14167.44,27744.92,67001.21,1097.103692957059,191965.6378248928,132749.39,0.2622401959486957,137.66666666666666,17508.640000000003,-0.4320654015221523,-0.7252714493285459,-0.0319045911889166,0.1108944197295587,-1.3904234393892616,165197.72,2.503097777773064,0.6974019092596351,0.0532015623061,0,0.3664477294004162,True,2026-09-30,200057.81,2026-10-30,184404.67,220344.87000000017,20287.06,66420.4,46133.34,29,30269.35,8.803565653045075,123,2479.57,43653.77,False,False,False,0.9217569161633832,0,4.28009836742819e-05,STABLE,False,,0,INELIGIBLE,0,0,0.0,0.0,0.0
19,2026-09-01,20079.56,0.0,20079.56,16909.35,11590.7,6622.73,4967.969999999999,5318.65,156,155,1,5.2,5.166666666666667,237.10839743589744,70.285,1631.3865367964274,70414.46,73584.67,59887.88,79967.44,70207.35756410257,3170.2100000000028,0.1578824436392033,1.187482664916156,0.5713830916165545,0.4286169083834452,2.982529497658315,3.496458964444568,3170.209999999992,STABLE,SPENDING_PRESSURE,True,SPENDING_PRESSURE->STABLE,6,1,10417.3025,853.14316548949,1173.397500000001,1.1126392844980744,-16.0,-0.0036931985803126,11082.28,1146.8220948342394,9769.14,11887.0,20200.323333333334,280.900220778363,67266.73769415985,52943.36,0.1883561952862397,157.0,3799.393333333333,-0.0249263901741397,-0.1462208702825325,-0.0215311715910357,0.0450221445992768,-0.2417172233488101,59887.88,2.982529497658315,0.8421175563607967,0.2474142859704096,0,0.2186973167056876,True,2026-09-30,73584.67,2026-10-30,63413.06000000002,77567.8400000001,3983.1699999999983,20000.0,16016.830000000002,29,5318.65,17.595568424318202,147,5286.730000000003,10730.1,False,False,False,0.8617699855146462,0,6.38871085206295e-05,STABLE,False,,0,INELIGIBLE,0,0,0.0,0.0,0.0
20,2026-09-01,142720.92,0.0,142720.92,119950.3,36334.76,31239.220000000005,5095.54,83615.54,99,98,1,3.3,3.2666666666666666,2653.244646464647,316.39,15355.793937814651,322198.79,344969.41,344969.41,464919.71,373561.86989898985,22770.620000000024,0.1595464771387405,1.1898337894944826,0.8597612864375603,0.1402387135624399,2.4170907110183983,2.617428964856657,22770.619999999995,RECOVERY,LIQUIDITY_STRESS,True,LIQUIDITY_STRESS->RECOVERY,2,1,45407.325,26413.476285254204,-9072.56500000001,0.8001960036183587,0.0,0.2688732830813104,50942.32333333333,28778.626171101947,32397.05,84095.16000000002,142326.15666666668,9060.087487449193,371484.5432607232,321407.03,0.0594790276009589,104.33333333333331,7768.293333333339,-0.5679328037428077,-0.896499284102817,-0.0559687466286586,0.0706725807381212,-2.1636987762619118,344969.41,2.4170907110183983,0.8404535228612594,0.0357028247856025,0,0.5358962196640465,True,2026-09-30,344969.41,2026-10-30,343861.11,369986.37,25016.96000000002,138526.64,113509.68,28,83615.54,5.7823707172135705,81,8540.76999999999,104968.91,False,False,False,0.996787251368172,0,8.402367830045624e-05,STABLE,False,,0,INELIGIBLE,0,0,0.0,0.0,0.0
