user_id,month,salary_income,bonus_income,total_income,total_debits,variable_spending,essential_spending,discretionary_spending,recurring_spending,transaction_count,debit_transaction_count,credit_transaction_count,transactions_per_day,debit_transactions_per_day,average_transaction,median_transaction,transaction_amount_std,starting_balance,ending_balance,minimum_balance,maximum_balance,average_balance,net_cash_flow,savings_rate,income_to_expense_ratio,essential_spending_ratio,discretionary_spending_ratio,minimum_balance_ratio,average_balance_ratio,balance_change,financial_state,previous_financial_state,state_changed,state_transition,state_duration,recent_state_change,historical_spending_mean,historical_spending_std,spending_baseline_deviation,spending_baseline_ratio,transaction_count_change,savings_rate_change,rolling_spending_mean,rolling_spending_std,rolling_spending_min,rolling_spending_max,rolling_income_mean,income_volatility,rolling_average_balance,rolling_minimum_balance,rolling_savings_rate,rolling_transaction_count,rolling_net_cash_flow,spending_growth,discretionary_spending_growth,income_growth,balance_growth,spending_acceleration,cash_buffer,cash_buffer_ratio,expense_pressure,discretionary_pressure,negative_cash_flow,category_shift,has_full_history,prediction_date,prediction_balance,horizon_end,minimum_future_balance,ending_future_balance,future_net_cash_flow,future_income,future_expenses,negative_cashflow_days,required_obligations,obligation_coverage,future_transaction_count,future_discretionary_spending,future_essential_spending,critical_liquidity,obligation_failure,severe_liquidity_drawdown,liquidity_ratio,financial_stress_30d,risk_probability,pressure_state,eligible,intervention_category,treatment,control,baseline_outcome,observed_outcome
90,2026-09-01,55387.93,0.0,55387.93,60797.5,20055.61,4660.39,15395.22,40741.89000000001,108,107,1,3.6,3.566666666666667,1075.7910185185185,60.84,5921.332457335214,139268.29,133858.72,79592.23,139224.01,102672.55787037036,-5409.57,-0.0976669465712114,0.9110231506229696,0.2323733858007809,0.7676266141992193,1.43699593034078,1.8536991339154645,-5409.570000000007,LIQUIDITY_STRESS,STABLE,True,STABLE->LIQUIDITY_STRESS,2,1,14742.29625,6505.105961376884,5313.3137499999975,1.360412900398742,-22.0,-0.2039497689106337,17008.59333333333,5158.468920448519,11052.639999999998,20055.61,63166.94,11324.236935489294,95183.7514416386,59988.36,0.070710089177177,116.0,5416.456666666672,0.8145538079590036,2.091465508412803,-0.0442785275576081,-0.0388427975959208,1.2596335944586348,79592.23,1.43699593034078,1.0976669465712114,0.2779526153080644,1,0.409361558303951,True,2026-09-30,133858.72,2026-10-30,86131.06999999996,142235.85999999996,8377.14,56806.19,48429.05,29,40741.89000000001,4.679824868213035,105,3494.2500000000077,44934.8,False,False,False,0.6434475841394566,0,7.423771434805463e-05,OBLIGATION_PRESSURE,True,OBLIGATION_MANAGEMENT,0,1,0,0
92,2026-09-01,56686.56,0.0,56686.56,54469.08,26701.03,12629.9,14071.13,27768.05,131,130,1,4.366666666666666,4.333333333333333,848.5163358778625,111.42,5351.32548114048,77661.16,79878.64,25666.78,82353.34,45906.33717557252,2217.480000000003,0.0391182671871428,1.040710803266734,0.4730117152783993,0.5269882847216006,0.4527842225740986,0.8098275354082611,2217.479999999996,RECOVERY,RECOVERY,False,NO_CHANGE,3,0,20150.74125,6178.815386880835,6550.288750000003,1.3250644067498014,-22.0,-0.0846778924489169,21515.9,4583.791130789014,18003.03,26701.03,55381.16,1195.8439235953906,41946.33961852909,18410.91,0.1108331404770553,142.0,6097.210000000004,0.3455711754496657,1.474675741507725,0.0432097992955284,0.028553269098736,0.2433322745535389,25666.78,0.4527842225740986,0.9608817328128572,0.2482269165742285,0,0.332558633909327,True,2026-09-30,79878.64,2026-10-30,38680.240000000005,90281.89,10403.25,53020.36,42617.11,27,27768.05,4.786040071232946,122,3687.239999999998,38929.87,False,False,False,0.4842375884216356,0,0.001384325578133012,LIQUIDITY_PRESSURE,True,LIQUIDITY_PROTECTION,0,1,0,0
96,2026-09-01,31172.51,0.0,31172.51,28629.3,3901.67,2379.54,1522.13,24727.63,89,88,1,2.966666666666667,2.933333333333333,671.9304494382023,38.96,3580.0727831170843,42216.15,44759.36,13707.44,44879.95,19567.054943820225,2543.209999999999,0.0815850247541824,1.0888324199334247,0.6098773089471944,0.3901226910528056,0.439728465882279,0.6277022589396948,2543.209999999999,RECOVERY,RECOVERY,False,NO_CHANGE,3,0,6159.245,3677.52770448533,-2257.575,0.6334656276865103,-2.0,-0.012093102532766,7697.423333333333,6421.855475891164,3901.67,15112.04,32283.866666666665,1428.7451963290478,18903.30184848028,5510.26,-3.513830298870757e-05,93.0,-141.18666666666832,-0.0433706994625554,0.0068062757963804,-0.0192271994190718,0.0602425848875372,0.6867411848363215,13707.44,0.439728465882279,0.9184149752458176,0.0488292408920552,0,0.0831554936171167,True,2026-09-30,44759.36,2026-10-30,44759.36,45440.85000000001,681.4900000000016,31172.51,30491.02,25,24727.63,3.070729786882123,62,2706.7700000000004,27784.25,False,False,False,1.0,0,0.053547242295382526,LIQUIDITY_PRESSURE,True,LIQUIDITY_PROTECTION,0,1,0,0
101,2026-09-01,33610.89,11512.28,45123.17,45341.67,4773.65,1902.08,2871.57,40568.02,184,182,2,6.133333333333334,6.066666666666666,491.65673913043474,20.0,3231.548657271434,121047.97,120829.47,99706.26,144785.27,124655.715,-218.5,-0.004842301637939,0.995181033252635,0.3984540131765001,0.6015459868234998,2.209646618355936,2.762565551134816,-218.5,LIQUIDITY_STRESS,LIQUIDITY_STRESS,False,NO_CHANGE,5,0,16119.3,12195.285882382115,-11345.65,0.2961449938893128,179.0,0.0818829837317801,8540.840000000002,10923.032337281627,0.0,20848.870000000003,45887.80666666667,8964.097248470345,128490.26888807786,99706.26,-0.0679987733771101,108.66666666666669,-3221.053333333337,,,0.2087474270382519,-0.0018050695108724,,99706.26,2.209646618355936,1.004842301637939,0.0636384810730274,1,0.2105634838769723,True,2026-09-30,120829.47,2026-10-30,99211.74,122429.97000000004,1600.5000000000073,48440.69,46840.19,27,40568.02,4.17250237995347,108,3547.489999999998,43292.7,False,False,False,0.8210889280570378,0,0.00011165462616347164,OBLIGATION_PRESSURE,True,OBLIGATION_MANAGEMENT,0,1,0,0
102,2026-09-01,25619.59,0.0,25619.59,22817.27,6496.56,3005.73,3490.83,16320.71,168,167,1,5.6,5.566666666666666,288.31464285714287,32.28,2124.30033178067,27014.21,29816.53,4319.55,29939.14,9936.068035714286,2802.32,0.1093819221931342,1.1228157443901046,0.4626648564778898,0.5373351435221101,0.1686034007569988,0.3878308761269906,2802.32,LIQUIDITY_STRESS,LIQUIDITY_STRESS,False,NO_CHANGE,9,0,6641.592500000001,2575.164300282606,-145.03250000000023,0.9781629932881308,5.0,-0.0248094088002533,6077.293333333332,506.2042546574742,5514.95,6496.56,25329.853333333333,253.3451255369194,7828.6575568819135,-1186.81,0.1157693343975284,164.33333333333334,2931.849999999997,0.1779907342768294,0.1157053320591534,0.0158457824675377,0.1037350342652996,0.2913955638930739,4319.55,0.1686034007569988,0.8906180778068657,0.1362562788865864,0,0.1356697756705303,True,2026-09-30,29816.53,2026-10-30,29750.35,32374.810000000045,2558.279999999999,25619.59,23061.31,28,16320.71,3.3966733064921804,148,3463.779999999999,19597.53,False,False,False,0.9977804258241988,0,0.35796182542503124,LIQUIDITY_PRESSURE,True,LIQUIDITY_PROTECTION,1,0,0,0
148,2026-09-01,54368.55,0.0,54368.55,56790.84,38518.17000000001,30932.33,7585.840000000001,18272.67,169,168,1,5.633333333333334,5.6,657.7478698224851,132.01,4444.084099019564,182800.31,180378.02,180378.02,235495.99,205494.69396449704,-2422.2899999999936,-0.0445531469939881,0.9573471707761324,0.8030581411318345,0.1969418588681653,3.317690466271401,3.779661108572824,-2422.290000000008,LIQUIDITY_STRESS,SPENDING_PRESSURE,True,SPENDING_PRESSURE->LIQUIDITY_STRESS,3,1,29901.51125,10475.500103561968,8616.658750000013,1.2881680018764945,14.0,-0.2628883676284808,28501.633333333342,8843.81948307593,21771.480000000003,38518.17000000001,54708.88333333334,811.3756749085069,193737.0187351571,155069.57,0.1446367912521171,158.33333333333334,7934.580000000002,0.5275743845490333,-0.2139791564345025,-0.0227635481261795,-0.0132510169156715,0.3693963461244522,180378.02,3.317690466271401,1.0445531469939882,0.1395262518496447,1,0.503737982683403,True,2026-09-30,180378.02,2026-10-30,177950.04,197906.01000000007,17527.990000000005,63123.55,45595.56,29,18272.67,13.325998335218662,167,12056.240000000013,33539.319999999985,False,False,False,0.9865394907871814,0,5.5500486400442656e-05,OBLIGATION_PRESSURE,True,OBLIGATION_MANAGEMENT,0,1,0,0
154,2026-09-01,96489.62,0.0,96489.62,87733.62,45001.0,32267.26,12733.74,42732.62,133,132,1,4.433333333333334,4.4,1385.1371428571429,291.01,8895.266723110308,72367.36,81123.36,22048.35,118537.97,78122.19654135339,8756.0,0.0907455123152106,1.0998021055098377,0.7170342881269306,0.2829657118730694,0.2285048899560388,0.8096435299605635,8756.0,LIQUIDITY_STRESS,LIQUIDITY_STRESS,False,NO_CHANGE,9,0,44500.7425,2846.429124167181,500.2574999999997,1.0112415540032844,5.0,0.0563673017606027,46678.97,2479.489653396452,45001.0,49526.98,95578.04666666668,895.1489132727017,74448.982738223,12933.53,0.0644418425176576,134.0,6166.45666666667,-0.0913841304274963,-0.2386171416886255,0.0098946833425017,0.1209937739887152,-0.179675593223919,22048.35,0.2285048899560388,0.9092544876847892,0.1319700502499647,0,0.1562995305764875,True,2026-09-30,81123.36,2026-10-30,31683.149999999998,89729.63999999996,8606.279999999999,93436.5,84830.22,28,42732.62,4.084932306982347,130,12785.74000000002,72044.47999999998,False,False,False,0.390555198897087,0,0.001197234113663488,LIQUIDITY_PRESSURE,True,LIQUIDITY_PROTECTION,0,1,0,0
167,2026-09-01,22395.86,0.0,22395.86,20529.2,5380.610000000001,3191.49,2189.1200000000003,15148.590000000002,170,169,1,5.666666666666667,5.633333333333334,252.5003529411765,26.86,1812.5742390032192,16432.1,18298.76,-3974.97,18420.89,1935.6097058823527,1866.66,0.0833484402920897,1.0909270697348168,0.5931465019765416,0.4068534980234583,-0.1774868212249942,0.0864271211680352,1866.66,LIQUIDITY_STRESS,LIQUIDITY_STRESS,False,NO_CHANGE,9,0,5309.8925,2303.351680050803,70.71750000000065,1.0133180662320378,24.0,0.0261252938508325,4632.400000000001,840.5550995027016,3722.88,5380.610000000001,21141.233333333334,1194.8200429074388,2185.2160522464847,-5485.74,0.0638109031859774,166.33333333333334,1360.243333333333,0.4452816099363934,0.1943738201499296,0.1188475738001388,0.1135983836515113,0.6686639171681615,0.0,0.0,0.9166515597079103,0.0977466371016786,0,0.1402661825960079,True,2026-09-30,18298.76,2026-10-30,18257.11,21359.559999999998,3060.7999999999997,22395.86,19335.06,26,15148.590000000002,2.686363549346836,132,1896.7000000000007,17438.36,False,False,False,0.9977238894875936,0,0.7936219200626439,LIQUIDITY_PRESSURE,True,LIQUIDITY_PROTECTION,0,1,0,0
179,2026-09-01,56915.12,0.0,56915.12,59444.530000000006,32094.03,15988.21,16105.820000000003,27350.500000000004,202,201,1,6.733333333333333,6.7,576.0378712871287,90.12,4242.3812118135,184427.11,181897.7,125946.84,184328.97,145747.1544059406,-2529.4100000000035,-0.0444417933231099,0.957449238811376,0.4981677277674383,0.5018322722325617,2.212888947611812,2.560780938456083,-2529.4099999999744,LIQUIDITY_STRESS,RECOVERY,True,RECOVERY->LIQUIDITY_STRESS,1,1,21614.1775,4154.131730835663,10479.852500000005,1.484860110915625,-2.0,-0.1802467121370892,24950.353333333333,6362.932273443847,19890.96,32094.03,58489.74,1796.23479754179,143946.24185380092,117868.53,0.1032724744791741,191.33333333333331,6188.88666666667,0.4035656323976968,1.4681130814826626,-0.0205271537042031,-0.0137149576328554,0.253994671518986,125946.84,2.212888947611812,1.04444179332311,0.2829796370454811,1,0.3739383400844707,True,2026-09-30,181897.7,2026-10-30,135095.69000000003,189416.04,7518.340000000004,54917.37,47399.03,29,27350.500000000004,8.658527997660006,221,4284.100000000006,43114.92999999999,False,False,False,0.7427014745101231,0,4.29729950479763e-05,OBLIGATION_PRESSURE,True,OBLIGATION_MANAGEMENT,1,0,0,0
195,2026-09-01,67896.6,0.0,67896.6,85414.15,47803.19,15618.03,32185.16,37610.96,206,205,1,6.866666666666666,6.833333333333333,744.2269417475728,99.61,5278.194657726592,118343.14,100825.59,34221.45,118231.92,75558.40878640776,-17517.54999999999,-0.2580033462647612,0.794910445166287,0.3267152254901817,0.6732847745098183,0.5040230291354795,1.112845249782872,-17517.550000000003,LIQUIDITY_STRESS,LIQUIDITY_STRESS,False,NO_CHANGE,4,0,27947.44375,9217.713068379251,19855.746250000004,1.710467348198885,10.0,-0.1984628474204659,34441.31333333333,12391.849752382952,23327.189999999995,47803.19,67247.63333333335,1183.2630788348504,77950.99053657295,34221.45,-0.07138741740363,196.33333333333331,-4804.639999999995,0.4848680916307486,0.8992362376131291,0.0305807909549635,-0.1480233666269123,0.1047807343451088,34221.45,0.5040230291354795,1.2580033462647613,0.474031983928503,1,0.567021083519708,True,2026-09-30,100825.59,2026-10-30,41240.58000000008,109304.11000000006,8478.51999999999,68727.54,60249.02,29,37610.96,4.508077698628273,205,6469.520000000004,53779.5,False,False,False,0.4090288983183741,0,0.0014109215909282728,OBLIGATION_PRESSURE,True,OBLIGATION_MANAGEMENT,1,0,0,0
202,2026-09-01,40185.99,0.0,40185.99,42266.670000000006,25123.9,8208.94,16914.960000000003,17142.77,103,102,1,3.433333333333333,3.4,800.5112621359223,103.76,4298.3267133610825,136275.3,134194.62,99352.09,139538.08,123263.96757281554,-2080.680000000008,-0.051776253365912,0.9507725590873376,0.3267382850592464,0.6732617149407538,2.4723066421904747,3.0673368398492995,-2080.679999999993,LIQUIDITY_STRESS,RECOVERY,True,RECOVERY->LIQUIDITY_STRESS,2,1,14626.84875,4031.562229201824,10497.05125,1.7176563748907296,-7.0,-0.2965535222533514,17712.606666666663,6422.482594529417,13777.11,25123.9,41246.52,946.006870958232,117278.46781467588,90463.42,0.1522914048563766,111.0,6391.143333333331,0.7647141459357816,2.3129106873204246,-0.032830486569226,-0.0152682107469217,0.7313472061349089,99352.09,2.4723066421904747,1.051776253365912,0.420916841914309,1,0.6578523998113297,True,2026-09-30,134194.62,2026-10-30,109677.68,147078.34999999998,12883.73,41896.89,29013.16,29,17142.77,10.27205696628958,102,2820.119999999999,26193.04,False,False,False,0.8173031079785464,0,5.072169632445746e-05,OBLIGATION_PRESSURE,True,OBLIGATION_MANAGEMENT,1,0,0,0
